,year,newchannelid,sold_to,sold_to_name,addrl1,city,zip,mat_class,slsid,slsname,revenue,License No.
91509,2022,IR,344746,SILVER FOOD MARKET,2717 W 3RD ST,LOS ANGELES,90057,Total,BPB,Jason Tragni,20679.96,531902
91510,2022,IR,344749,HAPPY'S LIQUOR,12554 ROSECRANS AVE,NORWALK,90650,Total,BQ1,Ryan Younkers,1849.48,521685
91511,2022,IR,344751,3TEN LIQUOR/ZAKY ENT,22505 CRENSHAW BLVD,TORRANCE,90505,Total,BQ3,Dan Cote,5129.34,529060
91512,2022,IR,344757,CATALINA LIQUOR & DELI,144 N CATALINA AVE.,REDONDO BEACH,90277,Total,BQ6,Alicia Ajolo,1341.48,488590
91513,2022,IR,344778,RED HILL LIQUOR,3302 E CHAPMAN AVE,ORANGE,92869,Total,BQA,Derrek Wilkinson,9059.47,532460
91514,2022,IR,344778,RED HILL LIQUOR 360542,3302 E CHAPMAN AVE,ORANGE,92869,Total,BQA,Derrek Wilkinson,3028.38,532460
91515,2022,IR,344784,SIERRA MARKET,1710 PARK AVE,CHICO,95928,Total,624,Scott Sullwold,11677.27,541534
91516,2022,IR,344816,HOME OF THE HANGOVER/5813,42074 BIG BEAR BLVD,BIG BEAR LAKE,92315,Total,BR5,Jose Arciga,15048.84,535412
91517,2022,IR,344823,BITTERS AND BOTTLES,240 GRAND AVE,SOUTH SAN FRANCI,94080,Total,706,Karin Sandberg,182676.19,535411
91518,2022,IR,344833,MAASS -OLIVERS MARKET WAREHOUS,1721 DITTY AVE,SANTA ROSA,95403,Total,JR2,Brenda Anderson,351772.38,357722
91519,2022,IR,344860,MELS LIQUORS,1220 V STREET,MERCED,95340,Total,JI2,Tom Nunes,664.1,533719
91520,2022,IR,344869,HAPPY LIQUOR,13759 LEFFINGWELL RD,WHITTIER,90605,Total,BQ1,Ryan Younkers,3011.3,531963
91521,2022,IR,344872,OJAI VALLEY RANCH MARKET & 335,445 VENTURA AVE,OAK VIEW,93022,Total,BP2,Joey Forner,33664.15,530024
91522,2022,IR,344877,"WINE COUNTRY CONNECTION, LLC",3633 REGIONAL PKWY STE 1,SANTA ROSA,95403,Total,JR2,Brenda Anderson,78794.42,600247
91523,2022,IR,345004,CARPINTERIA WINE COMPANY,4193 CARPINTERIA AVE STE,CARPINTERIA,93013,Total,BP2,Joey Forner,49243.52,536054
91524,2022,IR,345041,COMPTON HOLIDAY MARKET,4065 MCKINLEY BLVD,SACRAMENTO,95819,Total,JS7,Addison Morphy,25398.62,483902
91525,2022,IR,345059,WHOLE FOODS CAS #10396,2001 MARKET ST,SAN FRANCISCO,94114,Total,JR7,House-Jr7,115085.52,527877
91526,2022,IR,345106,SULLY'S COFFEE,6009 COFFEE RD,BAKERSFIELD,93308,Total,30W,Hannah Di Francesco,2413.26,530907
91527,2022,IR,345191,BONNIE VIE/PILLOW PARK,1419 PARK ST STE F,ALAMEDA,94501,Total,JS4,April Lopez,540.26,531384
91528,2022,IR,345201,KRIST LIQUOR,7152 LINDA VISTA RD,SAN DIEGO,92111,Total,BRB,Jesse Palmer,391.8,457255
91529,2022,IR,345217,CARMEL VALLEY LIQUOR,12750 CARMEL COUNTY RD #,SAN DIEGO,92130,Total,BR3,Jeffrey Bowler,10182.47,555586
91530,2022,IR,345246,"CRAFT BEER & WINE, LLC",2526 SANTA CLARA AVE A,ALAMEDA,94501,Total,JS4,April Lopez,79159.88,539483
91531,2022,IR,345273,COUNTRY CLUB DELI & LIQUOR,3737 COLUMBUS ST.,BAKERSFIELD,93306,Total,30W,Hannah Di Francesco,9142.81,535926
91532,2022,IR,345283,JR FOOD MARKET,2616 E. VENTURA BLVD.,CAMARILLO,93001,Total,BP1,Daniel Bloomgren,1731,525488
91533,2022,IR,345303,VILLAGE MKT LOS OLIVO/346545/3,310 GITANO UNIT 20,IRVINE,92618,Total,BQ8,Brian Reilly,8523.56,534438
91534,2022,IR,345321,FLASK FINE WINES,12194 VENTURA BLVD,NORTH HOLLYWOOD,91604,Total,BP7,Daniel Krausz,54046.11,536713
91535,2022,IR,345340,CULVER CITY WHSE/WALLY'S,10459 JEFFERSON BLVD,CULVER CITY,90232,Total,BQ4,Megan Mcloone,156237.62,579901
91536,2022,IR,345340,WALLYS /CULVER CITY WAREHOUSE,10459 JEFFERSON BLVD,CULVER CITY,90232,Total,BQ4,Megan Mcloone,542196.62,579901
91537,2022,IR,345367,"GREEN STORE, THE & 342795",2151 HERMOSA AVE,HERMOSA BEACH,90254,Total,BQ6,Alicia Ajolo,4721.41,537380
91538,2022,IR,345405,MISSION VIEJO LIQUOR,25571 JERONIMO RD.  STE,MISSION VIEJO,92691,Total,BQ8,Brian Reilly,3382.24,534836
91539,2022,IR,345412,COPENHAGEN LIQUOR,1645 MISSION  DR,SOLVANG,93463,Total,BP2,Joey Forner,12435.95,533883
91540,2022,IR,345427,ANDYS MARKET,1605 ALABAMA ST,HUNTINGTON BEACH,92648,Total,BQ9,Rick Lent,8680.4,534341
91541,2022,IR,345441,MARINA GROCERY & LIQUOR,13200 SPRING VALLEY PKWY,VICTORVILLE,92395,Total,BR4,Chandra Pulicari,12471.6,413869
91542,2022,IR,345444,SEACLIFF LIQUOR & MARKET,402 17TH ST,HUNTINGTON BEACH,92648,Total,BQ9,Rick Lent,16508.08,533146
91543,2022,IR,345454,JANES BEER STORE,720 VILLA CT,MOUNTAIN VIEW,94041,Total,JT4,Lara Nevin,37032.34,539200
91544,2022,IR,345459,STICKS MARKET,13710 DONNER PASS RD,TRUCKEE,96161,Total,37E,Audra Zapata,13192.55,532954
91545,2022,IR,345502,99 RANCH MARKET,1795 WILLOW PASS RD,CONCORD,94520,Total,JS6,Rhiannon Carroll,568,472755
91546,2022,IR,345508,KINGS LIQUOR,8 41ST AVE,SAN MATEO,94403,Total,JT1,Justin Koury,6475.01,615570
91547,2022,IR,345509,TAHOE ROADRUNNER GAS & LIQUOR,2933 UNITED STATES HIGHW,SOUTH LAKE TAHOE,96150,Total,37E,Audra Zapata,5991.01,540486
91548,2022,IR,346163,SEA TRADER LIQUOR & DELI,1403 EBERS ST,SAN DIEGO,92107,Total,BR9,Rosana Hin,3697.66,538923
91549,2022,IR,346173,ROSECRANS SPIRIT SHOP ll,10231 ROSECRANS AVE,BELLFLOWER,90706,Total,BQ3,Dan Cote,7255.98,550298
91550,2022,IR,346174,SERVE U MARKET,2750 21ST ST,SAN FRANCISCO,94110,Total,JR5,Roberta Lafrance,9960.52,364008
91551,2022,IR,346223,SLO BEVERAGE N MORE,158 HIGUERA  ST STE E,SAN LUIS OBISPO,93401,Total,BP3,House-Bp3,6765.55,541337
91552,2022,IR,346225,LIQUOR PLUS,467 WINTON PKWY,LIVINGSTON,95334,Total,JI2,Tom Nunes,759,612640
91553,2022,IR,346234,LA RIVIERA MARKET,9331 LA RIVIERA DR,SACRAMENTO,95826,Total,JS2,Donald Morisi,8381.92,479785
91554,2022,IR,346254,BOUNTY HUNTER - NAPA,500 DEVLIN RD STE 104,NAPA,94558,Total,706,Karin Sandberg,528437.41,615141
91555,2022,IR,346282,STAR MARKET & LIQUOR (DE),57387 29 PALMS HWY,YUCCA VALLEY,92284,Total,BR5,Jose Arciga,13779.45,536577
91556,2022,IR,346284,KB KORNER LIQUOR,402 E REDLANDS BLVD,REDLANDS,92373,Total,BR6,James Baray,7119.56,540506
91557,2022,IR,346312,ASHUR LIQUOR,750 13TH ST. STE A7,IMPERIAL BEACH,91932,Total,BR9,Rosana Hin,6000.45,566965
91558,2022,IR,346313,RAMIREZ LIQUOR,2765 E OLYMPIC BLVD,LOS ANGELES,90023,Total,BPB,Jason Tragni,429066.08,537970
91559,2022,IR,346320,VERDUGO MARKET & 359714,10524 HAGEMAN RD C6-C7,BAKERSFIELD,93312,Total,30W,Hannah Di Francesco,28802.29,547714
91560,2022,IR,346340,J'S LIQUOR & MARKET/359244,1005 W CENTURY BLVD,LOS ANGELES,90044,Total,BQ1,Ryan Younkers,9141.77,531308
91561,2022,IR,346356,BRADLEY MARKET LIQUOR,703 E BRADLEY AVE,EL CAJON,92021,Total,BR8,Wessam E Kamel,0,538898
91562,2022,IR,346384,QUICKIE FOOD STORE,233 N EL CAMINO REAL,ENCINITAS,92024,Total,BR3,Jeffrey Bowler,1382.97,464339
91563,2022,IR,346394,FOOD CORNER MARKET,1800 NOCHE BUENA ST,SEASIDE,93955,Total,JT6,Tyler Salmonsen,4054.88,613201
91564,2022,IR,346396,7 DAYS LIQUOR,4307 GRIFFIN AVE,LOS ANGELES,90031,Total,BPB,Jason Tragni,28914.71,624678
91565,2022,IR,346416,ESPRESSO&337670/313974,1776 SUNSET CLIFFS BLVD,SAN DIEGO,92107,Total,BR9,Rosana Hin,13015.62,539072
91566,2022,IR,346427,CAMPUS LIQUOR,3375 IOWA AVE,RIVERSIDE,92507,Total,BR6,James Baray,3496.77,535026
91567,2022,IR,346430,ONE STOP LIQUOR,2315 S CENTRAL AVE,LOS ANGELES,90011,Total,BQ1,Ryan Younkers,1700.65,516710
91568,2022,IR,346446,CORDOVA MARKET,301 ROLP ST,SAN FRANCISCO,94112,Total,JR5,Roberta Lafrance,5209.97,526966
91569,2022,IR,346455,HAPPY'S LIQUOR,3192 VERDUGO RD,LOS ANGELES,90065,Total,BPC,Margaret Williamson,1265.42,552574
91570,2022,IR,346535,TOWNE MART,8223 AUBURN BLVD,CITRUS HEIGHTS,95610,Total,JS7,Addison Morphy,755.74,542697
91571,2022,IR,346566,HERITAGE HOUSE LIQUOR,151 N TUSTIN AVE,TUSTIN,92780,Total,BQA,Derrek Wilkinson,1738.56,538519
91572,2022,IR,346574,CASTLE MARKET & LIQUOR,4290 E FLORIDA AVE,HEMET,92544,Total,BR6,James Baray,3187.65,539943
91573,2022,IR,346575,KRISP FOODS GH,2511 C ST.,SAN DIEGO,92102,Total,BR9,Rosana Hin,24876.09,540262
91574,2022,IR,346611,TUSTIN WINE & SPIRITS,14211 RED HILL AVE,TUSTIN,92780,Total,BQA,Derrek Wilkinson,14094.7,539513
91575,2022,IR,346626,EREWHON NATURAL FOODS MKT & 3,26767 AGOURA RD,CALABASAS,91302,Total,BP1,Daniel Bloomgren,8609.88,538940
91576,2022,IR,346632,VINTAGE GROCERS,30745 PACIFIC COAST HWY,MALIBU,90265,Total,BP1,Daniel Bloomgren,74278.12,541428
91577,2022,IR,346649,RANCH HOUSE LIQUOR,404 PALM AVE,NATIONAL CITY,91950,Total,BR8,Wessam E Kamel,2019.6,538627
91578,2022,IR,346673,BIG AL'S MARKET,422 MAIN ST,WHEATLAND,95692,Total,ISA,Dan Melvin,498.18,120159
91579,2022,IR,346681,CORKED,4100 ATLANTIC AVE,LONG BEACH,90807,Total,BQ3,Dan Cote,184535.63,541695
91580,2022,IR,346708,DIAZ LIQUORS,1709 AIRLINE HWY C & D,HOLLISTER,95023,Total,JT6,Tyler Salmonsen,13988.51,540637
91581,2022,IR,346709,"MIXING GLASS, THE",STE 104A 1500 ADAMS AVE,COSTA MESA,92626,Total,BQ2,Rhonda Knipp,11365.16,634091
91582,2022,IR,346741,ACME FINE WINES,1080 FULTON LN,SAINT HELENA,94574,Total,JS1,Yvette Sanchez,10440,540545
91583,2022,IR,346779,SILVERWOOD GAS MART,12077 STATE HWY 138,HESPERIA,92345,Total,BR4,Chandra Pulicari,5190.93,633022
91584,2022,IR,346800,BOBS LIQUOR,1123 W ORANGETHORPE AVE,FULLERTON,92833,Total,BQA,Derrek Wilkinson,5042.34,438060
91585,2022,IR,346826,BAGGYS LIQUORS,1535 PLAZA LN,BURLINGAME,94010,Total,JT1,Justin Koury,7868.64,454356
91586,2022,IR,346828,MCX MIRAMAR,MCX MIRAMAR - SITE 11100,SAN DIEGO,92145,Total,BRB,Jesse Palmer,4266.6,
91587,2022,IR,346845,PARKWAY MARKET,265 AVE OF THE FLAGS,BUELLTON,93427,Total,BP2,Joey Forner,24559.36,565621
91588,2022,IR,346873,OCEAN PARK PLACE,2717 OCEAN PARK BLVD,SANTA MONICA,90405,Total,BV1,Allison Hatch,14351.6,605755
91589,2022,IR,346883,MONTEREY CORK N BOTTLE,888 ABREGO ST,MONTEREY,93940,Total,JT6,Tyler Salmonsen,965.6,528614
91590,2022,IR,346919,VILLAGE MARKET,12 E CARMEL VALLEY RD,CARMEL VALLEY,93924,Total,JT6,Tyler Salmonsen,41444.31,597757
91591,2022,IR,346974,HOLDENS LIQUOR BAY,401 REDONDO AVE,LONG BEACH,90814,Total,BQ3,Dan Cote,2683.7,501867
91592,2022,IR,346984,ROBERT'S MARKET,5744 W MANCHESTER AVE,LOS ANGELES,90045,Total,BQ6,Alicia Ajolo,11421.86,540546
91593,2022,IR,346985,KEG N BOTTLE RANCHO SAN DIEGO,3773 AVOCADO BLVD,LA MESA,91941,Total,BR8,Wessam E Kamel,7492.04,538934
91594,2022,IR,346986,BAR DEPOT (CC),16000 STRATHERN ST #A,VAN NUYS,91406,Total,BP9,Kevin Byrne,56939.6,529612
91595,2022,IR,347013,WESTRIDGE MARKET,131 W OJAI AVE,OJAI,93023,Total,BP2,Joey Forner,71154.11,543516
91596,2022,IR,347034,WINE CASTLE,SUITE 6 4744 TELEPHONE R,VENTURA,93003,Total,BP1,Daniel Bloomgren,18932.35,543467
91597,2022,IR,347056,BOB & JAN'S BOTTLE SHOP,2292 MAIN STREET,CAMBRIA,93428,Total,BP3,House-Bp3,9588.69,633677
91598,2022,IR,347058,CASK ON COLLEGE,3185 COLLEGE AVE,BERKELEY,94705,Total,JR6,Doo Chi,162815.39,543282
91599,2022,IR,347061,LIQUOR LOCKER,8161 W SUNSET BLVD,WEST HOLLYWOOD,90046,Total,BPA,Mark Goldfarb,10460.86,541034
91600,2022,IR,347062,JOSHUA TREE HEALTH FOODS (DE),61693 29 PALMS HWY,JOSHUA TREE,92252,Total,BR5,Jose Arciga,8270.06,508998
91601,2022,IR,347089,JASONS ON BROADWAY,900 S BROADWAY,LOS ANGELES,90015,Total,BPB,Jason Tragni,43669.95,562057
91602,2022,IR,347130,VENDOME WINE & SPIRITS,262-270 S ROBERTSON BLVD,BEVERLY HILLS,90211,Total,BPA,Mark Goldfarb,82231.79,537003
91603,2022,IR,347137,LOMBARDY'S,508 W BALBOA BLVD,NEWPORT BEACH,92661,Total,BQ9,Rick Lent,14238.51,542474
91604,2022,IR,347175,ODYSSEY LIQUOR,3434 E PACIFIC COAST HWY,LONG BEACH,90804,Total,BQ3,Dan Cote,3652.68,565465
91605,2022,IR,347215,FRAZIER FARMS,1820 OCEANSIDE BLVD,OCEANSIDE,92054,Total,BR1,Kevin Shelton,89905.75,545109
91606,2022,IR,347230,HAPPY LIQUOR MARKET & DELI,140 E TAFT AVE.,ORANGE,92865,Total,BQA,Derrek Wilkinson,697.5,542191
91607,2022,IR,347254,SUN LIQUORS,215 E WASHINTON AVE,SUNNYVALE,94086,Total,JT4,Lara Nevin,1463.88,257945
91608,2022,IR,347257,LINDY'S LIQOUR,11720 AVIATION BLVD,INGLEWOOD,90304,Total,BQ6,Alicia Ajolo,28014.09,542568
91609,2022,IR,347279,LIQUOR EMPORIUM,1200 E OCEAN AVE,LOMPOC,93436,Total,BP2,Joey Forner,57261.58,545075
91610,2022,IR,347291,WHOLE FOODS SLO #10584,1531 FROOM RANCH WAY,SAN LUIS OBISPO,93405,Total,BP3,House-Bp3,62115.71,545366
91611,2022,IR,347312,BRO - JASON EHMKE RETAIL SEMIN,41958 5TH ST,TEMECULA,92590,Total,BR0,Jason Ehmke,0,
91612,2022,IR,347330,99 RANCH MARKET #36,430 N MCKINLEY ST.,CORONA,92879,Total,BQA,Derrek Wilkinson,818.8,536073
91613,2022,IR,347333,ROYAL CUCKOO MARKET,3368 19TH STREET,SAN FRANCISCO,94110,Total,JR5,Roberta Lafrance,6372.65,541680
91614,2022,IR,347343,TEN FOUR LIQUOR,14016 LAMBERT ROAD,WHITTIER,90605,Total,BQ1,Ryan Younkers,3023.4,473671
91615,2022,IR,347410,DALE LIQUOR INC,8717 WOODMAN AVE,ARLETA,91331,Total,BP8,Justin Crane,1865.7,523728
91616,2022,IR,347427,THE MARKET,7088 N WEST AVE STE A,FRESNO,93711,Total,JI3,House-Ji3,57185.8,465750
91617,2022,IR,347431,CANYON GOURMET,120 S TOPANGA CANYON BLV,LOS ANGELES,90290,Total,BP1,Daniel Bloomgren,7694.04,524239
91618,2022,IR,347442,HERETIC GAMES,442 SAN MATEO AVE,SAN BRUNO,94066,Total,JT1,Justin Koury,1271.1,
91619,2022,IR,347447,MICHAEL'S MARKET WINE & SPIRIT,1100 PITT SCHOOL RD,DIXON,95620,Total,JS7,Addison Morphy,24923.94,537317
91620,2022,IR,347472,HI LITE LIQUORS,14111 BEACH BLVD,WESTMINSTER,92683,Total,BQ9,Rick Lent,987.21,529997
91621,2022,IR,347474,GENERAL MARKET AND GROCERY,4301 MARKET ST,OAKLAND,94608,Total,JS4,April Lopez,6532.72,401434
91622,2022,IR,347476,MARTIN LIQUOR AND MARKET,11305 WASHINGTON PLACE,CULVER CITY,90066,Total,BV1,Allison Hatch,11965.72,540570
91623,2022,IR,347477,HAPPY'S MARKET & SPIRITS,807 N AVENUE 50 # 11,LOS ANGELES,90042,Total,BPC,Margaret Williamson,98173.29,545411
91624,2022,IR,347479,SEE ME FOR WINE,4468 INDUSTRIAL ST,SIMI VALLEY,93063,Total,BP1,Daniel Bloomgren,5124.75,544431
91625,2022,IR,347505,BARONS MARKET- ALPINE,1347 TAVERN RD #27,ALPINE,91901,Total,BR3,Jeffrey Bowler,16808.73,537213
91626,2022,IR,347521,LITTLE JEWEL OF NEW ORLEANS,207 ORD ST,LOS ANGELES,90012,Total,BPB,Jason Tragni,12295.95,624456
91627,2022,IR,347533,GRAPES AND HOPS,811 MARKET ST STE 1,SAN DIEGO,92101,Total,BR9,Rosana Hin,5199.8,538376
91628,2022,IR,347538,FULTON FOOD SHOP,1801 FULTON ST,SAN FRANCISCO,94117,Total,JR7,House-Jr7,3518.97,619463
91629,2022,IR,347541,33RD AVE LIQUOR,6928 GEARY BLVD,SAN FRANCISCO,94121,Total,JR6,Doo Chi,3592.56,526782
91630,2022,IR,347542,J N LIQUOR,9356 TELEPHONE RD.,VENTURA,93003,Total,BP1,Daniel Bloomgren,518.6,536662
91631,2022,IR,347559,MALIBU LIQUOR (CA),4937 LAS VIRGENES RD,CALABASAS,91302,Total,BP1,Daniel Bloomgren,40578.48,606922
91632,2022,IR,347562,LOU WINE SHOP & TASTINGS,1911 HILLHURST AVE,LOS ANGELES,90037,Total,BPC,Margaret Williamson,1965,539305
91633,2022,IR,347576,SO CAL WINE & SPIRITS,1042 E 1ST ST,TUSTIN,92780,Total,BQA,Derrek Wilkinson,92255.69,545852
91634,2022,IR,347578,WHOLE FOODS PMD #10359,44-459 TOWN CENTER WAY,PALM DESERT,92260,Total,BR5,Jose Arciga,161432.93,537449
91635,2022,IR,347581,HARBOR HOUSE CAFE,714 N COAST HIGHWAY,OCEANSIDE,92054,Total,BR3,Jeffrey Bowler,4980,546311
91636,2022,IR,347585,TABLE WNE,1710 FRANCISCO BLVD STE,PACIFICA,94044,Total,JT1,Justin Koury,411,612375
91637,2022,IR,347639,EL GRINGO MANHATTAN BEACH,921 N SEPULVEDA BLVD,MANHATTAN BEACH,90266,Total,354,Brandon Colson,1044,409367
91638,2022,IR,347651,CORK N BOTTLE,2970 TREAT BLVD,CONCORD,94518,Total,JS3,Tri Pho,710.55,534749
91639,2022,IR,347654,HILLTOP FOOD MART,4251 HILLTOP DRIVE,RICHMOND,94803,Total,JS3,Tri Pho,5989.92,318341
91640,2022,IR,347655,REDWOOD STORE,20121 BROADWAY,REDWOOD ESTATES,95033,Total,JT7,James Rinfret,12570.73,472622
91641,2022,IR,347656,REDWOOD MARKET,19125 REDWOOD RD,CASTRO VALLEY,94546,Total,JS5,Lauren Huffaker,609.8,337899
91642,2022,IR,347670,GORDON'S MKT-ALKAPLAYA LLC,301-03 CULVER BLVD,PLAYA DEL REY,90293,Total,BQ6,Alicia Ajolo,11886.91,533970
91643,2022,IR,347683,BOTTLES,3550 SAN PABLO DAM RD ST,EL SOBRANTE,94803,Total,JS3,Tri Pho,7059.58,547637
91644,2022,IR,347759,RAJA LIQUOR & GROCERY,4068 EAST AVE,LIVERMORE,94550,Total,JS6,Rhiannon Carroll,13537.66,546163
91645,2022,IR,347816,CLAY MARKET & LIQUORS,99 CLAY ST,SALINAS,93901,Total,JT6,Tyler Salmonsen,3671.75,539988
91646,2022,IR,347830,EXPRESS MARKET,304 NORTH PARK BLVD,SAN BERNARDINO,92407,Total,BR4,Chandra Pulicari,5452.38,546100
91647,2022,IR,347844,OAKS LIQUOR,8801 GLENOAKS BLVD,SUN VALLEY,91352,Total,BP8,Justin Crane,14856.97,540577
91648,2022,IR,347859,WHOLE FOODS GIL #10530,1025 GILMAN ST,BERKELEY,94710,Total,JS4,April Lopez,194719.81,544297
91649,2022,IR,347870,SURF LIQUOR,1050 S SEAWARD AVE,VENTURA,93001,Total,BP1,Daniel Bloomgren,604.3,546463
91650,2022,IR,347875,PARKWAY MARKET & SPIRITS,43990 GOLF CENTER PARKWA,INDIO,92203,Total,BR5,Jose Arciga,6658.48,471665
91651,2022,IR,347877,MESA WINE AND SPIRITS,STE B 31431 SANTA MARGAR,RANCHO SANTA MAR,92688,Total,BQ8,Brian Reilly,3363.45,530567
91652,2022,IR,347881,LOUIE LIQUOR #2 & 309286,13358 SHERMAN WAY,NORTH HOLLYWOOD,91605,Total,BP7,Daniel Krausz,2617.8,437593
91653,2022,IR,347885,DESERT VIEW SUPERETTE,864 W PALMDALE,PALMDALE,93551,Total,BP8,Justin Crane,11663.38,544795
91654,2022,IR,347906,EASY MONEY,2312 IRVING ST,SAN FRANCISCO,94122,Total,JR7,House-Jr7,10708.68,345683
91655,2022,IR,347907,WINE STEWARD THE,641 MAIN ST,PLEASANTON,94566,Total,JS6,Rhiannon Carroll,25452.34,548212
91656,2022,IR,347917,BACCHUS WINE SHOP,25 HILLCREST BLVD,MILLBRAE,94030,Total,JT2,Rami Amireh,42194.18,547237
91657,2022,IR,347973,PLUME RIDGE,1485 ANDREW DR STE C,CLAREMONT,91711,Total,BR6,James Baray,5291.88,505719
91658,2022,IR,347983,DIRIDON MARKET,98 SUNSOL ST,SAN JOSE,95126,Total,JT3,Darik Storch,22209.97,619481
91659,2022,IR,347987,VAL'S LIQUORS,1531 THIRD ST.,NAPA,94559,Total,JS1,Yvette Sanchez,6480.75,548642
91660,2022,IR,347990,WHOLE FOODS ALM #10259,777 THE ALAMEDA,SAN JOSE,95126,Total,JT3,Darik Storch,160959.78,543360
91661,2022,IR,348012,SERVICE LIQUOR STORE,3803 W 3RD ST,LOS ANGELES,90020,Total,BPB,Jason Tragni,1218.4,416104
91662,2022,IR,348029,TOWN & COUNTRY LIQUORS,22269 REDWOOD RD,CASTRO VALLEY,94546,Total,JS5,Lauren Huffaker,4652.46,570816
91663,2022,IR,348034,WILSONS MARKET & LIQUOR,916 E 8TH ST BLDG A STE,NATIONAL CITY,91950,Total,BR8,Wessam E Kamel,6971.56,581079
91664,2022,IR,348057,RAINBOW ACRES,13208 W WASHINGTON BLVD,LOS ANGELES,90066,Total,BQ7,Jeff Stockstad,8638.52,457383
91665,2022,IR,348090,KOGOD WINE MERCHANT,2225 CAMINO VIDA ROBLE #,CARLSBAD,92011,Total,BR3,Jeffrey Bowler,3024.2,379968
91666,2022,IR,348093,CALIFORNIA HEIGHTS MARKET,3766 ORANGE AVE,LONG BEACH,90807,Total,BQ3,Dan Cote,30097.61,547730
91667,2022,IR,348101,FOODSHED TAKE AWAY,3385 OLD CALIFORNIA WAY,NAPA,94558,Total,JS1,Yvette Sanchez,1317,548411
91668,2022,IR,348102,BITTERS AND BOTTLES,240 GRANDE AVE,SOUTH SAN FRANCI,94080,Total,706,Karin Sandberg,13501.15,535411
91669,2022,IR,348107,WILLIAMS MARKET & LIQUOR,5830 TELEGRAPH AVE,OAKLAND,94609,Total,JS5,Lauren Huffaker,7199.62,557653
91670,2022,IR,348133,STARBRITE MARKET,893 DELMAS AVE,SAN JOSE,95125,Total,JT3,Darik Storch,17077.44,545151
91671,2022,IR,348143,YUMMY.COM,5520 SAN VICENTE BLVD,LOS ANGELES,90019,Total,BPC,Margaret Williamson,18638.36,540108
91672,2022,IR,348163,GRAPES & GRAIN,385 SALINAS ST,SALINAS,93901,Total,JT6,Tyler Salmonsen,6128.89,549341
91673,2022,IR,348165,SOMA EATS,186 2ND ST,SAN FRANCISCO,94105,Total,JR5,Roberta Lafrance,1366.78,543435
91674,2022,IR,348181,FIG TREE LIQUOR,1731 W BULLARD AVE STE 1,FRESNO,93711,Total,JI3,House-Ji3,6070.55,545538
91675,2022,IR,348186,TONY'S LIQUOR,5707 SANTA MONICA,LOS ANGELES,90038,Total,BPC,Margaret Williamson,2550.35,457556
91676,2022,IR,348205,INCES BEACH MARKET,18015 BEACH  BLVD,HUNTINGTON BEACH,92648,Total,BQ9,Rick Lent,745.65,543920
91677,2022,IR,348212,SIDEWALK SPIRITS,1581 E VISTA WAY,VISTA,92084,Total,BR3,Jeffrey Bowler,17459.57,543647
91678,2022,IR,348229,LOG CABIN MARKET,400 TRAFFIC WAY,ARROYO GRANDE,93420,Total,BP3,House-Bp3,2942.25,551888
91679,2022,IR,348310,ONE STOP #2,255 E ADAMS BLVD,LOS ANGELES,90011,Total,BQ1,Ryan Younkers,3831.59,528557
91680,2022,IR,348329,COUNTRY WEST LIQUOR,3071 W CAPITOL AVE,WEST SACRAMENTO,95691,Total,JS7,Addison Morphy,585.7,618860
91681,2022,IR,348350,MIRA LOMA MARKET,10789 JURUPA RD,JURUPA VALLEY,91752,Total,BR6,James Baray,13427.2,542776
91682,2022,IR,348366,JJ'S,21400 ROYAL AVE,HAYWARD,94541,Total,JS6,Rhiannon Carroll,2929.39,548655
91683,2022,IR,348367,NORMS MARKET,2201 BRYANT ST,SAN FRANCISCO,94110,Total,JR6,Doo Chi,17440.54,514608
91684,2022,IR,348369,P & B LIQUOR & 351976,1953 E 4TH ST,LONG BEACH,90802,Total,BQ3,Dan Cote,23643.71,547683
91685,2022,IR,348405,IGA MARKET FAIRFAX,2040 SIR FRANCIS DRAKE B,FAIRFAX,94930,Total,JR3,Bryan Doyle,44631.64,487310
91686,2022,IR,348411,SAV A MINIT MARKET FONTANA,17690 ARROWN BLVD,FONTANA,92335,Total,BR4,Chandra Pulicari,12855.08,542445
91687,2022,IR,348416,THEWINESPIES.COM,830 DEN BESTE CT STE C,WINDSOR,95492,Total,JR2,Brenda Anderson,15936.05,632296
91688,2022,IR,348419,ONES LIQUOR,1662-64 COLORADO BLVD,LOS ANGELES,90041,Total,BPC,Margaret Williamson,2302.5,407704
91689,2022,IR,348424,CIRCLE B AND WINE,500 S HIGHLAND AVE,FULLERTON,92832,Total,BQA,Derrek Wilkinson,1045.2,542582
91690,2022,IR,348434,DELUCCHI'S MARKET,3640 FLORENCE STS,REDWOOD CITY,94063,Total,JT1,Justin Koury,49155.02,616742
91691,2022,IR,348446,VICTORY LIQUOR,536 N GARFIELD AVE.,MONTEBELLO,90640,Total,BQ1,Ryan Younkers,4487.97,475213
91692,2022,IR,348453,BELL LIQUOR MARKET,963 BLUE BELL DR,LIVERMORE,94551,Total,JS6,Rhiannon Carroll,1928.35,535936
91693,2022,IR,348471,UMAMI MART,4027 BROADWAY,OAKLAND,94611,Total,JS5,Lauren Huffaker,8267.8,600481
91694,2022,IR,348474,IGA MARKET WESTLAKE,STE 101 1260 LAKE BLVD,DAVIS,95616,Total,JS7,Addison Morphy,4518.04,484381
