,year,newchannelid,sold_to,sold_to_name,addrl1,city,zip,mat_class,slsid,slsname,revenue,License No.
90117,2022,IR,300555,17TH & NOE MARKET,3900 17TH ST,SAN FRANCISCO,94114,Total,JR7,House-Jr7,16427.78,209197
90118,2022,IR,300569,1-STOP STORE,4770 OCEANSIDE BLVD,OCEANSIDE,92056,Total,BR3,Jeffrey Bowler,12864.43,329722
90119,2022,IR,300596,29 PALMS LIQUOR (DE),73-777 29PALMS HWY,TWENTYNINE PALMS,92277,Total,BR5,Jose Arciga,27779.26,569337
90120,2022,IR,300711,99 RANCH MARKET,140 W VALLEY BLVD,SAN GABRIEL,91776,Total,BQA,Derrek Wilkinson,1428,558640
90121,2022,IR,300712,99 RANCH MARKET #7,1300 S GOLDEN WEST AVE,ARCADIA,91007,Total,BQA,Derrek Wilkinson,840,270825
90122,2022,IR,300713,99 RANCH MARKET,1625 AZUSA AVE,HACIENDA HEIGHTS,91745,Total,BQA,Derrek Wilkinson,840,339956
90123,2022,IR,300717,99 RANCH MARKET,338 BARBER LANE,MILPITAS,95035,Total,JS6,Rhiannon Carroll,349.6,318006
90124,2022,IR,300719,99 RANCH MARKET,3288 PIERCE ST #500,RICHMOND,94804,Total,JS6,Rhiannon Carroll,463.6,338836
90125,2022,IR,300721,99 RANCH MARKET,1688 HOSTETTER RD #E,SAN JOSE,95131,Total,JS6,Rhiannon Carroll,386.6,258981
90126,2022,IR,300724,99 RANCH MARKET #9,15333 CULVER DR #800,IRVINE,92604,Total,BQA,Derrek Wilkinson,1476.8,275321
90127,2022,IR,300725,99 RANCH MARKET,1015 S NOGALES ST,ROWLAND HEIGHTS,91748,Total,BQA,Derrek Wilkinson,503,226167
90128,2022,IR,300739,A1 MARKET,1420 ENCINAL AVE,ALAMEDA,94501,Total,JS4,April Lopez,37174.56,473936
90129,2022,IR,300770,USAAES EXCHANGE POM SHOPPETTE,4220 GENERAL JIM MOORE B,SEASIDE,93944,Total,JT6,Tyler Salmonsen,18728.93,
90130,2022,IR,300784,ABBOTT STREET MARKET,2074 ABBOTT ST,SAN DIEGO,92107,Total,BR9,Rosana Hin,1439.16,554385
90131,2022,IR,300787,ABC DISCOUNT LIQUOR,3950 E OCEAN BLVD,LONG BEACH,90803,Total,BQ3,Dan Cote,13995.4,242940
90132,2022,IR,300793,ABC SUPER MARKET,8970 BOLSA AVE,WESTMINSTER,92683,Total,BQ1,Ryan Younkers,53993.76,303478
90133,2022,IR,300797,ABE'S LIQUOR+,240 PIER AVENUE,HERMOSA BEACH,90254,Total,BQ6,Alicia Ajolo,2386.27,424336
90134,2022,IR,300851,ADAM'S AVE LIQUOR,2740 ADAMS AVE,SAN DIEGO,92116,Total,BRB,Jesse Palmer,10378.34,372015
90135,2022,IR,300862,MEDIA WINE & SPIRITS #1 347346,7433-35 MELROSE AVE,LOS ANGELES,90035,Total,BPA,Mark Goldfarb,12429.39,465089
90136,2022,IR,300890,ROUND THE CLOCK MARKET,1001 BUSH ST,SAN FRANCISCO,94109,Total,JR5,Roberta Lafrance,4133.84,260979
90137,2022,IR,300893,AGGIE LIQUOR,507 & 509 L ST,DAVIS,95616,Total,JS7,Addison Morphy,22336.37,544920
90138,2022,IR,300947,ALAMEDA CELLARS WINE,2425 ENCINAL AVE,ALAMEDA,94501,Total,JS4,April Lopez,17249.9,265270
90139,2022,IR,300955,ALAMEDA LIQUORS,929 S VICTORY BLVD,BURBANK,91506,Total,BP7,Daniel Krausz,34803.15,363316
90140,2022,IR,301016,AL'S FOOD MARKET,3550 SOMERSET AVE,CASTRO VALLEY,94546,Total,JS5,Lauren Huffaker,23382.81,548615
90141,2022,IR,301075,ALMOR LIQUOR,7855 SUNSET BLVD,LOS ANGELES,90046,Total,BP9,Kevin Byrne,148369.58,52415
90142,2022,IR,301092,ALPINE DELI,1530 N MOORPARK RD,THOUSAND OAKS,91360,Total,BP1,Daniel Bloomgren,3839.89,318108
90143,2022,IR,301099,ALPINE LIQUOR,2262 ALPINE BLVD,ALPINE,91901,Total,BR8,Wessam E Kamel,6196.59,335834
90144,2022,IR,301100,ALPINE MARKET & 301090,833 W TORRANCE BLVD A,TORRANCE,90502,Total,BQ3,Dan Cote,149446.35,155564
90145,2022,IR,301111,ALS FOOD & LIQUOR,36 MEDWAY RD,SAN RAFAEL,94904,Total,JR3,Bryan Doyle,3583.32,402959
90146,2022,IR,301282,ANDREA'S,27500 MARGUERITE PKWY A,MISSION VIEJO,92675,Total,BQ8,Brian Reilly,15018.33,447227
90147,2022,IR,301291,ANGELS FOOD MARKET,396 N MAIN ST,ANGELS CAMP,95222,Total,JG3,Mathew Thiel,14545.86,375694
90148,2022,IR,301303,ANGELO'S LIQUOR,5599 HOLLISTER AVE,GOLETA,93117,Total,BP2,Joey Forner,18354.1,461830
90149,2022,IR,301373,A ONE LIQUOR,2250 S ESCONDIDO BL #101,ESCONDIDO,92025,Total,BR3,Jeffrey Bowler,493.92,336859
90150,2022,IR,301401,CAZADORES BOTTLE SHOP,3777 WILLIAMS RD,SAN JOSE,95117,Total,JT7,James Rinfret,2423.88,475272
90151,2022,IR,301429,APPLEJACK MARKET,14323 MAIN ST,HESPERIA,92345,Total,BR4,Chandra Pulicari,648.95,456296
90152,2022,IR,301498,ARLINGTON WINE & SPIRITS,295 ARLINGTON AVE,KENSINGTON,94707,Total,JS3,Tri Pho,46312.5,86479
90153,2022,IR,301512,ARNETT'S MARKET,32999 YUCAIPA BLVD #104,YUCAIPA,92399,Total,BR5,Jose Arciga,1078.05,241081
90154,2022,IR,301514,AROUND THE CORNER LIQUOR,1818 PALO VERDE AVE,LONG BEACH,90815,Total,BQ3,Dan Cote,112,388549
90155,2022,IR,301547,ART'S LIQUOR,18366 1/2 SOLEDAD CYN RD,SANTA CLARITA,91387,Total,BP8,Justin Crane,5490.14,473854
90156,2022,IR,301626,ATTITUDE ADJUSTMENT SHOP,1129 MARICOPA HWY,OJAI,93023,Total,BP2,Joey Forner,35389.27,628301
90157,2022,IR,301652,VINTAGE WINES,6904 MIRA MAR RD #201-02,SAN DIEGO,92121,Total,BR1,Kevin Shelton,22756.05,417083
90158,2022,IR,301652,VINTAGE WINES & 317744,6904 MIRA MAR RD #201-02,SAN DIEGO,92121,Total,BR1,Kevin Shelton,40364.96,417083
90159,2022,IR,301665,AVENUE LIQUOR + +,878 ORANGE AVE,SAN DIEGO,92118,Total,BR8,Wessam E Kamel,12293.3,453187
90160,2022,IR,301672,APPLE VALLEY MOBIL,22488 HWY 18,APPLE VALLEY,92307,Total,BR4,Chandra Pulicari,21254.32,421413
90161,2022,IR,301682,NEIGHBOR HOOD STOP,3160 W AVE L,LANCASTER,93536,Total,BP8,Justin Crane,7589.99,460782
90162,2022,IR,301706,B-1 LIQUOR,3005 E PALMDALE BL SUITE,PALMDALE,93550,Total,BP8,Justin Crane,471.8,209640
90163,2022,IR,301865,BARLEY BIN LIQUOR & 308127,5427 S NORWALK BLVD #D,WHITTIER,90601,Total,BQ1,Ryan Younkers,6047.1,234137
90164,2022,IR,301905,BARON'S - RANCHO BERNARDO,11828 RANCHO BERNARDO #1,SAN DIEGO,92128,Total,BR3,Jeffrey Bowler,11617.09,474828
90165,2022,IR,301909,BARON'S - POINT LOMA,4001 W. PT LOMA BLVD.,SAN DIEGO,92110,Total,BR3,Jeffrey Bowler,8994.49,565599
90166,2022,IR,301961,BAY CITIES IMPORTING,1517 LINCOLN BLVD,SANTA MONICA,90401,Total,BV1,Allison Hatch,25010.82,352818
90167,2022,IR,301962,BAYCREST SPIRITS & WINE,333 EAST 17TH ST,COSTA MESA,92627,Total,BQ9,Rick Lent,11961.68,341193
90168,2022,IR,301963,BAYSIDE CHEVRON,301 E COAST HWY,NEWPORT BEACH,92660,Total,BQ8,Brian Reilly,12122.78,434259
90169,2022,IR,301973,BAYWOOD MARKET,1297 SECOND ST,LOS OSOS,93402,Total,BP3,House-Bp3,15458.88,415641
90170,2022,IR,301981,NAVY EXCHANGE -BAYVIEW MINI M,6126 RIDGEWOOD DR,SAN DIEGO,92139,Total,BRB,Jesse Palmer,1859.6,
90171,2022,IR,302002,B & B LIQUOR,141 E BROADWAY,VISTA,92084,Total,BR3,Jeffrey Bowler,11588.44,415591
90172,2022,IR,302004,BEER BEER & MORE BEER,975 DETROIT AVE UNIT D,CONCORD,94518,Total,JS3,Tri Pho,3814.94,348942
90173,2022,IR,302041,BOBBY DISCOUNT LIQUORS,24895 SANTA CLARA AVE.,HAYWARD,94544,Total,JS6,Rhiannon Carroll,4773.75,390388
90174,2022,IR,302042,WHOLE FOODS STC #10267,20955 STEVENS CREEK BLVD,CUPERTINO,95014,Total,JT7,James Rinfret,192543.38,505143
90175,2022,IR,302063,BEACH MARKET,1325 HERMOSA AVE,HERMOSA BEACH,90254,Total,BQ6,Alicia Ajolo,12522.13,305975
90176,2022,IR,302064,BEACHWOOD MARKET,2701-07 BELDEN DR,LOS ANGELES,90068,Total,BPA,Mark Goldfarb,16701.97,39238
90177,2022,IR,302077,BEST BUY LIQUOR,2161 PICKWICK DR,CAMARILLO,93010,Total,BP1,Daniel Bloomgren,15432.95,412294
90178,2022,IR,302177,BENSON'S LIQUOR,4337 E 4TH STREET,LONG BEACH,90814,Total,BQ3,Dan Cote,37021.46,401220
90179,2022,IR,302204,BERKELEY BOWL,2020 OREGON ST,BERKELEY,94704,Total,JS4,April Lopez,105003.62,349571
90180,2022,IR,302243,BEVERLY HILLS BEVERAGE,8318 WILSHIRE BLVD,BEVERLY HILLS,90211,Total,BPA,Mark Goldfarb,76520.81,426351
90181,2022,IR,302251,BEVERAGE WAREHOUSE,4935 MCCONNELL #21,LOS ANGELES,90066,Total,BQ6,Alicia Ajolo,389131.96,378201
90182,2022,IR,302252,BEV-WOOD MARKET,1800 S ROBERTSON BLVD,LOS ANGELES,90035,Total,BV1,Allison Hatch,4991.91,530545
90183,2022,IR,302263,BRISTOL FARMS - WEST LA,9039 BEVERYLY BLVD.,WEST HOLLYWOOD,90048,Total,BPA,Mark Goldfarb,38241.01,365532
90184,2022,IR,302297,BIANCHINI'S MARKET,3130 ALPINE RD 415,PORTOLA VALLEY,94028,Total,JT2,Rami Amireh,47948.49,345505
90185,2022,IR,302327,BIG MAC'S LIQUOR,3735 SUNSET BLVD,LOS ANGELES,90026,Total,BPB,Jason Tragni,36006.57,287651
90186,2022,IR,302344,BILL'S LIQUOR,3150 GLENDALE BLVD,LOS ANGELES,90039,Total,BPC,Margaret Williamson,63608.24,258474
90187,2022,IR,302364,BI RITE MARKET,3639 18TH ST,SAN FRANCISCO,94110,Total,JR5,Roberta Lafrance,20882.42,504751
90188,2022,IR,302388,BISTRO LIQUOR,6441 EDINGER AVE,HUNTINGTON BEACH,92647,Total,BQ9,Rick Lent,2718.35,484870
90189,2022,IR,302516,BLACK ANGUS #1090,139 W THOUSAND OAKS BLVD,THOUSAND OAKS,91360,Total,BXZ,Shawn Michael,5.68434E-14,52177
90190,2022,IR,302516,CLOSED- BLACK ANGUS #1090,139 W THOUSAND OAKS BLVD,THOUSAND OAKS,91360,Total,BXZ,Shawn Michael,0,52177
90191,2022,IR,302551,LAST BOTTLE (BP WINE.COM),"255 LOMBARD ROAD, STE B",AMERICAN CANYON,94503,Total,33V,Travis Swafford,6480,636870
90192,2022,IR,302560,BLACKWELLS WINE & SPIRIT/35595,5620 GEARY BLVD,SAN FRANCISCO,94121,Total,JR6,Doo Chi,142125.31,413229
90193,2022,IR,302633,BENCHMARK WINE GROUP,445 DEVLIN RD,NAPA,94558,Total,33V,Travis Swafford,14325.9,567994
90194,2022,IR,302681,BOB'S MARKET,10000 NATIONAL BLVD,LOS ANGELES,90034,Total,BV1,Allison Hatch,37910.25,567077
90195,2022,IR,302688,BOB'S FOOD MARKET,1650 OCEAN PK BLVD,SANTA MONICA,90405,Total,BV1,Allison Hatch,55998.39,103397
90196,2022,IR,302694,BOCCATO'S GROCERY,3127 MANHATTAN AVE,HERMOSA BEACH,90254,Total,BQ6,Alicia Ajolo,9532.1,376228
90197,2022,IR,302703,LA BODEGA.,3512 CENTRAL AVE,RIVERSIDE,92506,Total,BR6,James Baray,263209.72,150369
90198,2022,IR,302709,BOGIE'S,5753 MELROSE AVE,LOS ANGELES,90038,Total,BPA,Mark Goldfarb,15158.6,13682
90199,2022,IR,302711,BOGIE'S LIQUOR,2560 HYPERION AVE,LOS ANGELES,90027,Total,BPC,Margaret Williamson,10322.88,475644
90200,2022,IR,302721,BOLINAS MARKET,#40 WHARF RD,BOLINAS,94924,Total,608,Sam Hayman,4409.56,177819
90201,2022,IR,302744,BONEY'S BAYSIDE MARKET,155 ORANGE AVE,CORONADO,92118,Total,BR8,Wessam E Kamel,25334.45,423407
90202,2022,IR,302765,BONITA VALLEY LIQUOR,4040 BONITA RD,BONITA,91902,Total,BR8,Wessam E Kamel,1359.53,313225
90203,2022,IR,302807,BOTTLE LIQUOR,999 MAIN ST,MORRO BAY,93442,Total,BP3,House-Bp3,39009.58,307216
90204,2022,IR,302809,BOTTLE SHOP,58 W SIERRA MADRE BLVD,SIERRA MADRE,91024,Total,BP4,Michael Smith,93064.52,179989
90205,2022,IR,302810,BOTTLE SHOP,1200 COAST VILLAGE RD,SANTA BARBARA,93108,Total,BP2,Joey Forner,39176.13,559284
90206,2022,IR,302815,BOTTLE SHOP,2087 TORRANCE BLVD,TORRANCE,90501,Total,BQ3,Dan Cote,11445.81,474082
90207,2022,IR,302823,BOULEVARD LIQUOR,2105 EL CAJON BLVD,SAN DIEGO,92104,Total,BRB,Jesse Palmer,4758.9,319151
90208,2022,IR,302900,WHOLE FOODS CBL #10033,1690 SOUTH BASCOM,CAMPBELL,95008,Total,JT7,James Rinfret,138866.81,306800
90209,2022,IR,302926,BRISTOL FARMS - NEWPORT BEACH,810 AVOCADO AVE,NEWPORT BEACH,92660,Total,BQ8,Brian Reilly,79927.35,335766
90210,2022,IR,302938,BRISTOL FARMS - ROLLING HILLS,837 SILVER SPUR RD A,ROLLING HILLS,90274,Total,BQ6,Alicia Ajolo,32801.4,127699
90211,2022,IR,302939,BRISTOL FARMS - MANHATTAN BEAC,1570 ROSECRANS #H,MANHATTAN BEACH,90266,Total,BQ6,Alicia Ajolo,49857.21,253203
90212,2022,IR,302953,LAZY ACRES-LONG BEACH,2080 BELLFLOWER BLVD,LONG BEACH,90815,Total,BQ3,Dan Cote,41032.29,319293
90213,2022,IR,302967,BRISTOL FARMS - WESTWOOD,1515 WESTWOOD BLVD,LOS ANGELES,90024,Total,BV1,Allison Hatch,23899.6,360603
90214,2022,IR,302982,BROADWAY LIQUORS,2860 BROADWAY,OAKLAND,94611,Total,JS3,Tri Pho,75603.89,466474
90215,2022,IR,303012,BROWN'S VALLEY MARKET,3263 BROWN VALLEY ROAD,NAPA,94558,Total,JS1,Yvette Sanchez,52830.11,137740
90216,2022,IR,303020,ANDYS LOCAL MARKET,75 LOCH LOMOND DR,SAN RAFAEL,94901,Total,JR3,Bryan Doyle,12898.7,579634
90217,2022,IR,303034,BRANDYWINE LIQUOR *,1655 BRANDY WINE AVE,CHULA VISTA,91911,Total,BR8,Wessam E Kamel,19737.88,450094
90218,2022,IR,303041,THE WILLOWS MARKET,60 MIDDLEFIELD RD,MENLO PARK,94025,Total,JT2,Rami Amireh,125586.41,519074
90219,2022,IR,303043,BASCOM LIQUOR & FOOD,3750 S BASCOM AVE,SAN JOSE,95124,Total,JT7,James Rinfret,4160.74,323024
90220,2022,IR,303052,BIG SEVEN LIQUOR,10217 VENICE BLVD,LOS ANGELES,90034,Total,BQ7,Jeff Stockstad,11776.37,400885
90221,2022,IR,303122,BUDDIES GROCERY,696 CHENERY ST,SAN FRANCISCO,94131,Total,JR5,Roberta Lafrance,1061.01,383704
90222,2022,IR,303132,BUENA VISTA SHELL & DELI,273 RIVER RD,SALINAS,93908,Total,JT6,Tyler Salmonsen,2402.04,366639
90223,2022,IR,303164,BUNKER HILL MARKET,800 W 1ST STREET,LOS ANGELES,90012,Total,BPB,Jason Tragni,20130.65,581686
90224,2022,IR,303179,BURI BURI LIQUORS,71 CAMARITAS AVENUE,SOUTH SAN FRANCI,94080,Total,JT1,Justin Koury,1106.22,305261
90225,2022,IR,303185,BURBANK REESE MARKET,1701 W BURBANK BLVD,BURBANK,91506,Total,BP8,Justin Crane,501.4,427358
90226,2022,IR,303216,BLUE WAVE LIQUOR,19351 BEACH BLVD,HUNTINGTON BEACH,92648,Total,BQ9,Rick Lent,5933.6,424758
90227,2022,IR,303224,BARBARA WORTH LIQUOR MRT,1154 N PACIFIC AVE,GLENDALE,91202,Total,BP8,Justin Crane,2806.75,516596
90228,2022,IR,303273,CABRILLO LIQUORS,5380 SOQUEL DR,SOQUEL,95073,Total,JT5,Jessee Warren,10263.47,481461
90229,2022,IR,303325,SONOMA VALERO,18605 SONOMA HWY,SONOMA,95476,Total,JS1,Yvette Sanchez,1228.2,231083
90230,2022,IR,303510,CAL MART MARKET,3585 CALIFORNIA ST,SAN FRANCISCO,94118,Total,JR6,Doo Chi,104368.28,286392
90231,2022,IR,303516,CAL MART SUPER,1491 LINCOLN AVE,CALISTOGA,94515,Total,JS1,Yvette Sanchez,83150.24,21074
90232,2022,IR,303541,CALISTOGA WINE STOP,1441 LINCOLN AVE,CALISTOGA,94515,Total,JS1,Yvette Sanchez,5010,613717
90233,2022,IR,303557,CAMPUS BOTTLE SHOP,290 CALIFORNIA BLVD,SAN LUIS OBISPO,93401,Total,BP3,House-Bp3,4358.06,426507
90234,2022,IR,303566,CAMBRIA GENERAL STORE,850 MAIN ST,CAMBRIA,93428,Total,BP3,House-Bp3,5167.39,415524
90235,2022,IR,303574,CAMPUS LIQUOR & DELI,5425 EL CAJON BLVD,SAN DIEGO,92115,Total,BR8,Wessam E Kamel,300,384988
90236,2022,IR,303607,CANYON COUNTRY STORE +,2108 LAUREL CANYON DR,LOS ANGELES,90046,Total,BPA,Mark Goldfarb,13055.4,120773
90237,2022,IR,303620,BEERLAND LIQUOR,1619 S STANDARD AVE,SANTA ANA,92707,Total,BQ9,Rick Lent,996,435952
90238,2022,IR,303628,CANON LIQUOR AND DELI,1586 E. CHEVY CHASE,GLENDALE,91206,Total,BP8,Justin Crane,3560.47,344657
90239,2022,IR,303679,CAP-N-CORK,1674 HILLHURST AVE,LOS ANGELES,90027,Total,BPC,Margaret Williamson,212883.88,480468
90240,2022,IR,303695,CALIFORNIA PARK MKT,"800 BRUCE RD, STE 400",CHICO,95928,Total,624,Scott Sullwold,10774.44,611605
90241,2022,IR,303738,CARL'S LIQUOR,9677 FOOTHILL BLVD,RANCHO CUCAMONGA,91730,Total,BR6,James Baray,416.47,315519
90242,2022,IR,303739,CARLSONS LIQUOR,21900 VENTURA BLVD,WOODLAND HILLS,91364,Total,BP7,Daniel Krausz,8621.83,484211
90243,2022,IR,303769,CARDIFF SEASIDE MARKET,2087 SAN ELIJO AVE,CARDIFF BY THE S,92007,Total,BR1,Kevin Shelton,308207.44,173050
90244,2022,IR,303781,PLUMP JACKS NOE VALLEY,4011  24TH ST,SAN FRANCISCO,94114,Total,JR5,Roberta Lafrance,34296.99,375262
90245,2022,IR,303860,CASK 'N' WINE SHOP,3303 KIMBER DR,NEWBURY PARK,91320,Total,BP1,Daniel Bloomgren,10848.7,413025
90246,2022,IR,303898,CAVARETTA'S,22045 SHERMAN WAY,CANOGA PARK,91303,Total,BP7,Daniel Krausz,1153.56,513991
90247,2022,IR,303955,CORK & BOTTLE ON FREMONT,2210 N FREMONT ST,MONTEREY,93940,Total,JT6,Tyler Salmonsen,6765.66,412637
90248,2022,IR,304026,C & C LIQUOR,18089 VENTURA BLVD,ENCINO,91316,Total,BPC,Margaret Williamson,679.5,461952
90249,2022,IR,304033,COASTAL MARKET,432 S COAST HWY,OCEANSIDE,92054,Total,BR3,Jeffrey Bowler,14657.5,418097
90250,2022,IR,304110,CENTRAL LIQUOR,178 ORANGE AVE,SAN DIEGO,92118,Total,BR8,Wessam E Kamel,40390.53,470096
90251,2022,IR,304131,ARTESIA LIQUOR,13315 ARTESIA BLVD,CERRITOS,90701,Total,BQ1,Ryan Younkers,1737.34,344495
90252,2022,IR,304201,THIRST QUENCHER LIQUOR,440 N GLENOAKS BLVD,BURBANK,91502,Total,BP8,Justin Crane,7916.67,319762
90253,2022,IR,304230,CHAFFEY LIQUOR,10451 LEMON AVE STE A,RANCHO CUCAMONGA,91737,Total,BR6,James Baray,2647.15,429750
90254,2022,IR,304266,CHANTRY PANTRY & LIQUOR,7826-28 LIMEONITE,RIVERSIDE,92509,Total,BR6,James Baray,3499.1,461598
90255,2022,IR,304281,CHARITABLE DONATION,**LINDA MYERSON APPROVAL,COMMERCE,90040,Total,30N,Charitable Organizat,-1.42109E-14,
90256,2022,IR,304292,CHATEAU LIQUOR,4545 W SEPULVEDA BLVD,TORRANCE,90505,Total,BQ3,Dan Cote,10179.63,337549
90257,2022,IR,304294,LE CHATEAU WINES & SPIRITS +,6252 WILSHIRE BLVD,LOS ANGELES,90048,Total,BPA,Mark Goldfarb,15063.84,457328
90258,2022,IR,304345,CHEERS LIQUOR,4992 VERDUGO WAY A,CAMARILLO,93012,Total,BP1,Daniel Bloomgren,2333.2,267907
90259,2022,IR,304361,"CHEESE SHOP, THE",419 N BEVERLY DR,BEVERLY HILLS,90210,Total,BQ4,Megan Mcloone,6134.16,15682
90260,2022,IR,304411,CHICO NATURAL FOODS,818 MAIN ST,CHICO,95928,Total,624,Scott Sullwold,9398.72,271409
90261,2022,IR,304467,CHIP'S LIQUOR STORE,1926 GARNET ST,SAN DIEGO,92109,Total,BRB,Jesse Palmer,58186.9,536082
90262,2022,IR,304555,CHRIS LIQUOR,2275 SUNSET CLIFFS BLVD,SAN DIEGO,92107,Total,BR9,Rosana Hin,8440.44,399239
90263,2022,IR,304670,CIRCLE D LIQUOR,1001 KANSAS AVE STE A,MODESTO,95350,Total,JH2,Steven Link,4444.99,426482
90264,2022,IR,304679,CIRCUS LIQUOR,5600 VINELAND AVE,NORTH HOLLYWOOD,91601,Total,BP8,Justin Crane,12572.36,16659
90265,2022,IR,304679,CIRCUS LIQUOR & 343577,5600 VINELAND AVE,NORTH HOLLYWOOD,91601,Total,BP8,Justin Crane,53641.8,16659
90266,2022,IR,304702,CITY MARKET,501 E LINDEN AVE,CARPINTERIA,93013,Total,BP2,Joey Forner,6411.94,460602
90267,2022,IR,304745,ST CLAIR`S LIQUORS,3900 24TH ST,SAN FRANCISCO,94114,Total,JR5,Roberta Lafrance,23344.37,266984
90268,2022,IR,304758,CLARO'S MARKET,1003 E VALLEY BLVD,SAN GABRIEL,91776,Total,BPC,Margaret Williamson,1563,30600
90269,2022,IR,304760,US CLASS VI PKF FT IRWIN,BLDG 5112,FORT IRWIN,92310,Total,BR4,Chandra Pulicari,45851.62,
90270,2022,IR,304761,US CLASS VI FUND,MARCH AFB BLDG 755,MARCH AIR RESERV,92518,Total,BR6,James Baray,1221.14,
90271,2022,IR,304787,CLEM'S BOTTLE HOUSE,4100 ADAMS AVE,SAN DIEGO,92116,Total,BRB,Jesse Palmer,27430.29,222179
90272,2022,IR,304862,CLYDES LIQUOR,239 W EL CAMINO REAL,MOUNTAIN VIEW,94040,Total,JT4,Lara Nevin,7745.86,536392
90273,2022,IR,304879,C MINI MART & SUBWAY,6000 DOUGHERTY RD,DUBLIN,94568,Total,JS6,Rhiannon Carroll,5744.26,514287
90274,2022,IR,304944,COACH HOUSE LIQUOR,1655 S DE ANZA BLVD,CUPERTINO,95014,Total,JT7,James Rinfret,32080.75,402232
90275,2022,IR,304961,CORK N BOTTLE,1990 MAIN ST,WATSONVILLE,95076,Total,JT6,Tyler Salmonsen,9084.43,548059
90276,2022,IR,304976,COUNTRY CORNER,3207 ALAMEDA DELAS PULGA,MENLO PARK,94025,Total,JT2,Rami Amireh,9035.89,601826
90277,2022,IR,305013,JIMBO'S...NATURALLY!,1633 CENTERO CITY PKWY,ESCONDIDO,92029,Total,BR3,Jeffrey Bowler,4136.52,436324
90278,2022,IR,305013,Jimbos Escondido,1633 CENTERO CITY PKWY,ESCONDIDO,92029,Total,BR3,Jeffrey Bowler,4556.77,436324
90279,2022,IR,305044,JIMBO'S,12841 EL CAMINO REAL,SAN DIEGO,92130,Total,BR3,Jeffrey Bowler,24234.99,603059
90280,2022,IR,305044,Jimbos Carmel Valley,12841 EL CAMINO REAL,SAN DIEGO,92130,Total,BR3,Jeffrey Bowler,27839.16,603059
90281,2022,IR,305044,Jimbo’s - Carmel Valley,12841 EL CAMINO REAL,SAN DIEGO,92130,Total,BR3,Jeffrey Bowler,916.03,603059
90282,2022,IR,305045,COLONY HOUSE,22523 PACIFIC COAST HWY,MALIBU,90265,Total,BP1,Daniel Bloomgren,28624.96,514303
90283,2022,IR,305046,JIM'S FALLBROOK MARKET,5947 FALLBROOK AVE,WOODLAND HILLS,91367,Total,BP7,Daniel Krausz,1462.67,5302
90284,2022,IR,305066,J J'S DELI,311 CASTILLO ST,SANTA BARBARA,93101,Total,BP2,Joey Forner,16852.86,363358
90285,2022,IR,305072,COLONIAL LIQUOR,1015 TAMALPAIS AVE,SAN RAFAEL,94901,Total,JR3,Bryan Doyle,3689.28,402965
90286,2022,IR,305077,J & J LIQUOR +,6042 TAMPA AVE,TARZANA,91356,Total,BP7,Daniel Krausz,252,483033
90287,2022,IR,305083,J & T RAMIREZ MARKET/5251,736 S SOTO ST,LOS ANGELES,90023,Total,BPB,Jason Tragni,59714.95,507517
90288,2022,IR,305099,COMPAGNO'S MARKET,2000 PRESCOTT AVE,MONTEREY,93940,Total,JT6,Tyler Salmonsen,1925.15,369992
90289,2022,IR,305119,US EXPRESS BLDG. #7210,395 FITZGERALD BLVD BLDG,EDWARDS AIR FORC,93524,Total,BP8,Justin Crane,6759.52,
90290,2022,IR,305126,J MARKET,8253 W 3RD ST,LOS ANGELES,90048,Total,BPA,Mark Goldfarb,4332.41,609562
90291,2022,IR,305177,CONSUMERS LIQUORS,220 EAST POPLAR AVENUE,SAN MATEO,94401,Total,JT1,Justin Koury,1368.09,281560
90292,2022,IR,305190,JOE'S DOWNTOWN MKT/SANTEE CT,1855 INDUSTRIAL ST #102,LOS ANGELES,90021,Total,BPB,Jason Tragni,21723.42,427634
90293,2022,IR,305201,COOKIE CROCK MARKET,1240 KNOLLWOOD DR,CAMBRIA,93428,Total,BP3,House-Bp3,65230.68,285435
90294,2022,IR,305208,JOE'S LIQUOR,15437 EDWARDS ST,HUNTINGTON BEACH,92647,Total,BQ9,Rick Lent,1390.15,421865
90295,2022,IR,305212,JOE'S LIQUOR + +,12519-12521 VICTORY BLVD,NORTH HOLLYWOOD,91606,Total,BP8,Justin Crane,15594.72,378812
90296,2022,IR,305217,CO-OPPORTUNITY MARKET/7908,1525 BROADWAY,SANTA MONICA,90404,Total,BV1,Allison Hatch,39171.43,375498
90297,2022,IR,305237,NAVY EXCH/MONTEREY MAIN ST(390,1650 LAKE DEL MONTE DR,MONTEREY,93943,Total,JT6,Tyler Salmonsen,6381.52,
90298,2022,IR,305268,JOHN'S LIQUOR,5932 DEL AMO AVE,LAKEWOOD,90713,Total,BQ3,Dan Cote,1312.82,157612
90299,2022,IR,305273,DOHENY LIQUOR & JR MARKET,34262 DOHENY PK RD,DANA POINT,92624,Total,BQ8,Brian Reilly,4426.87,474958
90300,2022,IR,305278,CORK N BOTTLE PUB AND GRILL,774 FOOTHILL BLVD,SAN LUIS OBISPO,93401,Total,BP3,House-Bp3,6424.83,415644
90301,2022,IR,305321,CORRALITOS MARKET,569 CORRALITOS RD,WATSONVILLE,95076,Total,JT6,Tyler Salmonsen,6085.76,336202
