,year,newchannelid,sold_to,sold_to_name,addrl1,city,zip,mat_class,slsid,slsname,revenue,License No.
93279,2022,OP,300468,PACINI WINES,3001 SO. STATE #34,UKIAH,95482,Total,700,Pacini Wines,409563.09,538267
93280,2022,OP,300580,21ST AMENDMENT,563 SECOND ST,SAN FRANCISCO,94107,Total,384,Samuel Titus,9711.55,603608
93281,2022,OP,300581,21 OCEANFRONT,2100 W OCEANFRONT,NEWPORT BEACH,92663,Total,312,Marissa Oudt,41516.04,374647
93282,2022,OP,300583,22ND ST BAR & GRILL,141 W 22ND ST SP A,SAN PEDRO,90731,Total,354,Brandon Colson,14580.76,245485
93283,2022,OP,300584,230 FOREST AVENUE REST,230 FOREST AVE,LAGUNA BEACH,92651,Total,31W,Alexandra Hall,35172.03,306995
93284,2022,OP,300606,35 ER,12 E COLORADO BLVD,PASADENA,91105,Total,30P,Rebecca Monroy,16077.39,232376
93285,2022,OP,300613,4100 BAR,1087 MANZANITA ST,LOS ANGELES,90029,Total,34V,Mark Simmons,3697.73,390605
93286,2022,OP,300630,555 EAST #210,555 EAST OCEAN,LONG BEACH,90802,Total,366,Nicholas Sanchez {},83663.68,455562
93287,2022,OP,300694,SUNNY SPOT,822 W WASHINGTON BL,VENICE,90292,Total,369,Stephen Sylvester,7569.75,413914
93288,2022,OP,300698,CIGAR BAR + +,850 MONTGOMERY ST,SAN FRANCISCO,94133,Total,616,Russ Natalie,2676.62,415814
93289,2022,OP,300702,900 GRAYSON,900 GRAYSON ST,BERKELEY,94710,Total,618,Mackenzie Monroe,6297.4,433417
93290,2022,OP,300732,APPLEBEE'S #0004,9241 MONTE VISTA AVE,MONTCLAIR,91763,Total,SNA,South Natl Accounts,1999.56,550886
93291,2022,OP,300734,APPLEBEE'S #9595,555 SARATOGA AVE,SAN JOSE,95129,Total,NNA,North Natl Accounts,2145.72,602043
93292,2022,OP,300735,A16,2355 CHESTNUT ST,SAN FRANCISCO,94123,Total,JE9,House-Je9,3428.8,406313
93293,2022,OP,300735,A16 344166,2355 CHESTNUT ST,SAN FRANCISCO,94123,Total,JE9,House-Je9,4776.77,406313
93294,2022,OP,300740,APPLEBEE #5701,107 FLETCHER PARKWAY,EL CAJON,92020,Total,SNA,South Natl Accounts,3948.84,466447
93295,2022,OP,300741,APPLEBEE #5702,9480 E. MIRA MESA BLVD,SAN DIEGO,92126,Total,SNA,South Natl Accounts,4123.2,466462
93296,2022,OP,300744,APPLEBEE #5721,4070 HIGHLAND AVE,SAN BERNARDINO,92404,Total,SNA,South Natl Accounts,2110.8,466464
93297,2022,OP,300745,APPLEBEE #5707,2046 W. REDLANDS BLVD.,REDLANDS,92373,Total,SNA,South Natl Accounts,1738.8,466458
93298,2022,OP,300746,APPLEBEE #5708,3820 MULBERRY ST,RIVERSIDE,92501,Total,SNA,South Natl Accounts,1898.4,466448
93299,2022,OP,300747,APPLEBEE`S,521 N. MCKINLEY BLVD.,CORONA,92879,Total,SNA,South Natl Accounts,2434.44,466455
93300,2022,OP,300748,APPLEBEE,7677 BALBOA AVE,SAN DIEGO,92111,Total,SNA,South Natl Accounts,3103.68,466457
93301,2022,OP,300749,APPLEBEE #5711,1216 AUTO PARKWAY,ESCONDIDO,92029,Total,SNA,South Natl Accounts,6051.48,466456
93302,2022,OP,300750,APPLEBEE #5712,2508 JAMACHA RD,EL CAJON,92019,Total,SNA,South Natl Accounts,3179.64,466454
93303,2022,OP,300751,APPLEBEE #5713 +,3956 GRAND AVE,CHINO,91710,Total,SNA,South Natl Accounts,1431.96,466453
93304,2022,OP,300752,APPLEBEE #5714,3030 PLAZA BONITA ROAD,NATIONAL CITY,91950,Total,SNA,South Natl Accounts,1717.56,466444
93305,2022,OP,300753,APPLEBEES,10709 FOOTHILL BLVD,RANCHO CUCAMONGA,91730,Total,SNA,South Natl Accounts,2478.96,466449
93306,2022,OP,300754,APPLEBEE #5801,2146 VISTA WAY,OCEANSIDE,92054,Total,SNA,South Natl Accounts,3637.44,466463
93307,2022,OP,300761,APPLEBEE #9288 (FMI),32400 DATE PALM DR,CATHEDRAL CITY,92234,Total,SNA,South Natl Accounts,2596.32,346448
93308,2022,OP,300762,APPLEBEE'S #9289,9000 MING AVE STE M,BAKERSFIELD,93311,Total,NNA,North Natl Accounts,2004.96,542466
93309,2022,OP,300765,APPLEBEE'S #9764,21625 VALLEY BLVD,WALNUT,91789,Total,SNA,South Natl Accounts,4701.48,550840
93310,2022,OP,300780,ABALONETTI RESTAURANT,57 FISHERMAN'S WHARF,MONTEREY,93940,Total,383,Michael Espiritu,9445.39,454973
93311,2022,OP,300795,APPLEBEE'S,674 ARROW HIGHWAY,SAN DIMAS,91733,Total,SNA,South Natl Accounts,6258.36,550839
93312,2022,OP,300841,ACME BAR,2115 SAN PABLO AVE,BERKELEY,94702,Total,704,Majid Dayyat,25030.09,556487
93313,2022,OP,300844,A COTE,5478 COLLEGE AVE,OAKLAND,94618,Total,600,Heather Mills $,20067.01,368265
93314,2022,OP,300846,ACQUERELLO RESTAURANT,1722 SACRAMENTO ST,SAN FRANCISCO,94109,Total,384,Samuel Titus,10449.08,235400
93315,2022,OP,300849, AFICIONADO CIGAR & WI,23825 EL TORO RD,LAKE FOREST,92630,Total,31K,Michelle Mcclelland,6420.97,390678
93316,2022,OP,300853,ADAGIO RESTAURANT,22841 VENTURA BLVD,WOODLAND HILLS,91364,Total,324,Paul Schneider,1777.2,222886
93317,2022,OP,300863,US ADMIRAL KIDD CLUB(NAVY),BLDG A/3 FLEASWTRACEN,SAN DIEGO,92147,Total,32W,Tim Zoellner,8791.2,
93318,2022,OP,300891,BLUE AGAVE CLUB,625 MAIN ST,PLEASANTON,94566,Total,378,Raquel Lannoo,1348.7,325521
93319,2022,OP,300895,AGOSTINO ITALIAN REST,34700 PCH SUITE 100,CAPISTRANO BEACH,92624,Total,31C,Molly Lamanna {},2690.28,236005
93320,2022,OP,300898,AGORA CHURRASCARIA,1830 MAIN ST,IRVINE,92614,Total,36T,David Mcphillips,5602.52,406672
93321,2022,OP,300900,ALLEGRIA,1026 FIRST ST,NAPA,94558,Total,37G,Thomas Bennett,7418,379309
93322,2022,OP,300933,AKBAR CUISINE SEE ALL AKBAR AC,3115 WASHINGTON BLVD,MARINA DEL REY,90292,Total,332,Ron Smith,88768.15,344158
93323,2022,OP,300937,AKIKO'S,542 A MASON STREET,SAN FRANCISCO,94102,Total,37T,Brenden Voss,522,596326
93324,2022,OP,300945,ALAMITOS BAY YACHT CLUB,7201 E OCEAN BLVD,LONG BEACH,90803,Total,347,Carly Mcelroy,21103.89,32992
93325,2022,OP,300961,ALAMO SQUARE,803 FILMORE STREET,SAN FRANCISCO,94117,Total,385,Gloria Chow,6585.92,339120
93326,2022,OP,300984,ALCOVE CAFE & BAKERY,1929 HILLHURST AVE,LOS ANGELES,90027,Total,34V,Mark Simmons,33006.07,478801
93327,2022,OP,300995,ALDO'S RISTORANTE,14109 WINCHESTER BLVD.,LOS GATOS,95032,Total,JF3,Javier Ruiz,3072,352785
93328,2022,OP,301008,ALEJO'S PRESTO TRATTORIA,8343 LINCOLN BLVD,WESTCHESTER,90045,Total,35X,Jacob St. Clair,9078.51,443980
93329,2022,OP,301019,ALMADEN GOLF & CC,6663 HAMPTON DR,SAN JOSE,95120,Total,JK4,Brian Huang,4512.3,56537
93330,2022,OP,301027,TRATTORIA 360,360 E CAMPBELL AVE,CAMPBELL,95008,Total,JF3,Javier Ruiz,4422.75,449414
93331,2022,OP,301032,ALISAL GUEST RANCH,1054 S ALISAL RD,SOLVANG,93463,Total,342,Nolan Wagoner,16206.53,35971
93332,2022,OP,301033,ALICE'S RESTAURANT,1599 SANCHEZ ST,SAN FRANCISCO,94131,Total,JC8,Esdras Gonzalez {},2300.28,318356
93333,2022,OP,301049,ALLEGRO PIZZERIA,3770 THE BARN YARD,CARMEL,93923,Total,388,Aaron Hoops,6565.88,286780
93334,2022,OP,301072,ALMANSOR COURT INC,700 S ALMANSOR ST,ALHAMBRA,91801,Total,32D,Randy Palacios,3297.6,181603
93335,2022,OP,301097,CREST CAFE,150 ALPINE MEADOWS RD #2,TAHOE CITY,96145,Total,37E,Audra Zapata,5504.82,433778
93336,2022,OP,301102,ALPINE HILL TENNIS & SWIMMING,4139 ALPINE RD,PORTOLA VALLEY,94028,Total,609,House-609,689.48,5951
93337,2022,OP,301117,ALTADENA COUNTRY CLUB,2290 COUNTRY CLUB DR,ALTADENA,91001,Total,30P,Rebecca Monroy,29707.62,46297
93338,2022,OP,301129,ALEX'S BAR,2913 E ANAHEIM ST,LONG BEACH,90804,Total,347,Carly Mcelroy,14901.91,341751
93339,2022,OP,301132,ALEXANDERS STEAKHOUSE,19379 STEVENS CREEK BLVD,CUPERTINO,95014,Total,JF3,Javier Ruiz,28788.21,568554
93340,2022,OP,301136,AMERICAN LEGION #291,215 15TH ST,NEWPORT BEACH,92663,Total,312,Marissa Oudt,719.28,46287
93341,2022,OP,301152,AMBER INDIA RESTAURANT MTN VIE,4926 EL CAMINO REAL,LOS ALTOS,94040,Total,JK1,Tom Bollenbeck,15470.63,538827
93342,2022,OP,301183,CULINARY INSTITUTE,2555 MAIN ST,SAINT HELENA,94574,Total,37G,Thomas Bennett,4622.38,293547
93343,2022,OP,301186,WATERBOY,2000 CAPITOL AVE,SACRAMENTO,95811,Total,JG4,Toby Lewis,3622.17,399108
93344,2022,OP,301191,AMF EAGLE LANES #148,945 SAN MARCOS BLVD,SAN MARCOS,92078,Total,313,Bobby Abbasi,900,213846
93345,2022,OP,301202,AMERICAN LEGION #066,1661 MILL ST,SAN LUIS OBISPO,93401,Total,30Q,Katherine Feaster,2438.64,42770
93346,2022,OP,301221,AMOROMA RISTORANTE,360 PARK ST,MORAGA,94556,Total,621,Jt Burgess,4106.52,393998
93347,2022,OP,301225,AMTRAK COMMISSARY,1851 5TH ST BLDG #A,OAKLAND,94607,Total,704,Majid Dayyat,16858.4,466195
93348,2022,OP,301226,AMTRAK CATERING SERV WHS,2450 ENTERPRISE ST,LOS ANGELES,90021,Total,IS2,Chris Tiongson,174754.48,52766
93349,2022,OP,301236,SMOKIN MO`S BBQ +,131 BROADWAY ST,CHICO,95928,Total,624,Scott Sullwold,100,382361
93350,2022,OP,301237,ANAHEIM CONV CTR-ARAMARK,800 W KATELLA AVE,ANAHEIM,92802,Total,327,Edward Morris,32941.08,465550
93351,2022,OP,301241,ROYAL ANARKALI *,7013 MELROSE AVE,LOS ANGELES,90038,Total,334,Kevin O'Connell,6512.76,446001
93352,2022,OP,301281,CASTELLI'S,73098 HWY 111,PALM DESERT,92260,Total,33E,Scott Halterlein,48435.01,354291
93353,2022,OP,301286,5950 (ANDIAMO),"5950 SANTO RD #A,B & C",SAN DIEGO,92124,Total,36A,House-36A,7750.44,464431
93354,2022,OP,301294,ANGELO'S BURGERS,2035 S COAST HWY,OCEANSIDE,92054,Total,30U,Brandi Haley,747.2,355545
93355,2022,OP,301297,ANGELINI'S ITALIAN REST,2251 GEER RD,TURLOCK,95382,Total,JI2,Tom Nunes,9757.39,288695
93356,2022,OP,301298,ANGELE,540 MAIN ST STE B,NAPA,94559,Total,37G,Thomas Bennett,18775.2,446737
93357,2022,OP,301299,ANGELO'S & VINCI'S,550 N HARBOR BLVD,FULLERTON,92832,Total,335,Hannah Nossaman,9517.64,261807
93358,2022,OP,301302,ANGELOS ITALIAN DELI & 346908,133 MAIN ST,SEAL BEACH,90740,Total,366,Nicholas Sanchez {},3465.88,420586
93359,2022,OP,301324,ANAS,1205 MAIN STREET,SAINT HELENA,94574,Total,37G,Thomas Bennett,1045.5,222364
93360,2022,OP,301326,ANNANDALE GOLF CLUB,ONE NORTH SAN RAFAEL,PASADENA,91105,Total,30P,Rebecca Monroy,22590.63,5742
93361,2022,OP,301375,APPLEBEES #0002,1238 W IMPERIAL HWY,LA HABRA,90631,Total,SNA,South Natl Accounts,3464.52,466450
93362,2022,OP,301377,APPLEBEE'S #0006,12044 AMARGOSA RD,VICTORVILLE,92392,Total,SNA,South Natl Accounts,1446.24,466445
93363,2022,OP,301381,ANTIPASTO'S,3454 MCKEE RD,SAN JOSE,95127,Total,JK4,Brian Huang,36323.97,195272
93364,2022,OP,301384,APPLEBEES,2505 SACRONI RD,CALEXICO,92231,Total,SNA,South Natl Accounts,263.88,401489
93365,2022,OP,301392,"APPLEBEES, AUBURN",2500 BELL RD,AUBURN,95603,Total,NNA,North Natl Accounts,861,483437
93366,2022,OP,301394,"APPLEBEES, CHICO",2030 BUSINESS LN,CHICO,95928,Total,NNA,North Natl Accounts,600,443557
93367,2022,OP,301395,"APPLEBEES, CAMERON PARK",3281 COACH LN,CAMERON PARK,95682,Total,NNA,North Natl Accounts,3166.08,483442
93368,2022,OP,301397,"APPLEBEES, ELK GROVE",9105 E STOCKTON BLVD,ELK GROVE,95624,Total,NNA,North Natl Accounts,573,483601
93369,2022,OP,301398,"APPLEBEES, TRAVIS BLVD","1350 TRAVIS BLVD, #1532B",FAIRFIELD,94533,Total,NNA,North Natl Accounts,759,483541
93370,2022,OP,301403,APPLEBEE'S,195 SOSCOL AVE,NAPA,94559,Total,NNA,North Natl Accounts,786,421043
93371,2022,OP,301409,"APPLEBEES, ARDEN WY",2024 ARDEN WAY,SACRAMENTO,95825,Total,NNA,North Natl Accounts,585,483550
93372,2022,OP,301410,"APPLEBEES, TRUXEL",3601 TRUXEL RD,SACRAMENTO,95834,Total,NNA,North Natl Accounts,740.16,483584
93373,2022,OP,301412,"APPLEBEES, VALLEJO",1041 ADMIRAL CALLAGHAN L,VALLEJO,94591,Total,NNA,North Natl Accounts,918,483448
93374,2022,OP,301414,"APPLEBEES, WOODLAND",1790 E MAIN ST,WOODLAND,95776,Total,NNA,North Natl Accounts,770.16,483566
93375,2022,OP,301422,APPLEBEE'S (FMI),2421 N COTTONWOOD AVE,EL CENTRO,92243,Total,SNA,South Natl Accounts,1203.89,409123
93376,2022,OP,301425,APPLEBEE'S #8975,8200 ARROYO CIRCLE,GILROY,95020,Total,NNA,North Natl Accounts,2056.62,602021
93377,2022,OP,301426,APPLEBEE'S,2515 W FLORIDA AVE,HEMET,92545,Total,SNA,South Natl Accounts,3341.52,466452
93378,2022,OP,301427,APPLEBEE'S,21 E MAIN ST,ALHAMBRA,91801,Total,SNA,South Natl Accounts,2184.48,550833
93379,2022,OP,301433, APPLEBEE'S #9893,1493 N MONTEBELLO BLVD,MONTEBELLO,90640,Total,SNA,South Natl Accounts,2563.2,550827
93380,2022,OP,301435,APPLEBEE'S,24872 MADISON AVE,MURRIETA,92562,Total,SNA,South Natl Accounts,4455.24,466442
93381,2022,OP,301437,APPLEBEE'S (FMI),74990 FRANK SINATRA DR,PALM DESERT,92211,Total,SNA,South Natl Accounts,5440.56,416725
93382,2022,OP,301438,APPLEBEE'S #9847,1135 VETERANS BLVD,REDWOOD CITY,94063,Total,NNA,North Natl Accounts,2173.2,601988
93383,2022,OP,301439,APPLEBEE'S,3987 LAKE TAHOE BLVD,SOUTH LAKE TAHOE,96150,Total,NNA,North Natl Accounts,827.16,470532
93384,2022,OP,301441,APPLEBEE'S #9635,851 SANGUINETTI RD,SONORA,95370,Total,JI0,Adam Gripenstraw,2013.12,602022
93385,2022,OP,301443,APPLEBEE'S,32175 STATE HWY 79,TEMECULA,92592,Total,SNA,South Natl Accounts,8575.32,466459
93386,2022,OP,301444,APPLEBEE'S #9514,3060 N NAGLEE RD,TRACY,95304,Total,NNA,North Natl Accounts,0,602027
93387,2022,OP,301447,APPLEBEE'S (FMI),57796 29 PALMS HWY,YUCCA VALLEY,92284,Total,SNA,South Natl Accounts,2676.96,421015
93388,2022,OP,301448,ARNOLD PALMERS RESTAURANT,78164 AVENUE 52,LA QUINTA,92253,Total,33E,Scott Halterlein,59448.08,398886
93389,2022,OP,301463,ARAMARK SAP SPORTS & CENTER,525 W SANTA CLARA ST,SAN JOSE,95113,Total,JF3,Javier Ruiz,26487.44,465510
93390,2022,OP,301494,ARIGATO,1225 STATE ST,SANTA BARBARA,93101,Total,340,House-340,372,391227
93391,2022,OP,301503,ARMADILLO WILLY'S BBQ,1031 N SAN ANTONIO RD,LOS ALTOS,94022,Total,JK1,Tom Bollenbeck,593,325511
93392,2022,OP,301513,ARNOLDI'S,600 OLIVE ST,SANTA BARBARA,93101,Total,363,Alec Ropes,17703,395288
93393,2022,OP,301519,ARROYO CHOP HOUSE & 315325,536 S ARROYO PKWY,PASADENA,91105,Total,30P,Rebecca Monroy,27905.4,332460
93394,2022,OP,301531,"ARRIVEDERCI 346910,353054",3845 FOURTH AVE,SAN DIEGO,92103,Total,BMC,Scott Tetzner,6905.64,611780
93395,2022,OP,301537,ARTE CAFE,"12741 TOWNE CTR DR, M-B",CERRITOS,90703,Total,36U,Omar Ramirez,6534,310375
93396,2022,OP,301564,ASENA,2508 SANTA CLARA AVE,ALAMEDA,94501,Total,627,Chad Downs,11614.91,392470
93397,2022,OP,301567,ASHOKA D'GREAT OF INDIA,18614 PIONEER BLVD,ARTESIA,90701,Total,36U,Omar Ramirez,5294.5,484385
93398,2022,OP,301594,ALOHA STEAKHOUSE,364 S CALIFORNIA ST,VENTURA,93001,Total,363,Alec Ropes,12650.24,428255
93399,2022,OP,301603,ARROYO TRABUCO GOLF CRSE,26772 AVERY PARKWAY,MISSION VIEJO,92692,Total,31K,Michelle Mcclelland,33409.93,411240
93400,2022,OP,301609,ATHENS MARKET,109 W  F  STREET,SAN DIEGO,92101,Total,BM9,Terrence Hiesel,19070.44,293992
93401,2022,OP,301621,ANTICA TRATTORIA,5654 LAKE MURRAY BLVD,LA MESA,91942,Total,36A,House-36A,6280.28,615598
93402,2022,OP,301629,83 PROOF,83 FIRST ST,SAN FRANCISCO,94105,Total,385,Gloria Chow,10361.48,447634
93403,2022,OP,301640,"AULD DUBLINER, THE",71 S PINE AVE,LONG BEACH,90802,Total,366,Nicholas Sanchez {},12412.75,408727
93404,2022,OP,301642,AUNT EMMA'S,700 E ST,CHULA VISTA,91910,Total,36A,House-36A,3813.6,347586
93405,2022,OP,301655,AVALON HOTEL,9400 W OLYMPIC BLVD,BEVERLY HILLS,90212,Total,33A,Johanna Dejoria,56494.88,374835
93406,2022,OP,301657,AVALON HOLLYWOOD,1735  VINE ST,HOLLYWOOD,90028,Total,34X,Ryan Kelm,3041.7,259509
93407,2022,OP,301659,GASPARE'S,200 MERRYDALE RD,SAN RAFAEL,94903,Total,608,Sam Hayman,7046.88,449131
93408,2022,OP,301660,AVATAR HOLDING/356068,2656 BRIDGEWAY AVE,SAUSALITO,94965,Total,39B,Brian Durham,1413.14,514468
93409,2022,OP,301660,AVATAR HOLDING/8424/356068,2656 BRIDGEWAY AVE,SAUSALITO,94965,Total,39B,Brian Durham,1587.92,514468
93410,2022,OP,301674,AVONDALE GOLF CLUB,75800 AVONDALE DR,PALM DESERT,92211,Total,36I,Robert Seymour,14939.28,269650
93411,2022,OP,301676,A VOTRE SANTE,13016 SAN VICENTE,BRENTWD,90049,Total,BBA,Jackson Warfield,29772.35,341044
93412,2022,OP,301703,BLACK ANGUS #1103,15500 WHITTIER BLVD,WHITTIER,90602,Total,SNA,South Natl Accounts,5008.91,477199
93413,2022,OP,301707,B 44 CATALAN BISTRO,44 BELDEN PLACE,SAN FRANCISCO,94104,Total,37T,Brenden Voss,1522.4,374285
93414,2022,OP,301710,BLACK ANGUS,7925 GREENBACK LANE,CITRUS HEIGHTS,95610,Total,NNA,North Natl Accounts,5850.36,477238
93415,2022,OP,301712,ART'S TABLE,1002 MONTANA AVE,SANTA MONICA,90403,Total,BBA,Jackson Warfield,13948.16,291336
93416,2022,OP,301718,BABITA MEXICUISINE,1823-25 S SAN GABRIEL BL,SAN GABRIEL,91776,Total,32D,Randy Palacios,2921.52,357983
93417,2022,OP,301733,BACCHUS,1954 HYDE ST,SAN FRANCISCO,94109,Total,37T,Brenden Voss,573,454538
93418,2022,OP,301735,BACI RESTAURANT*,18748 BEACH BLVD,HUNTINGTON BEACH,92648,Total,BFA,Maggie Murphy,21592.03,316842
93419,2022,OP,301736,BACI'S RESTAURANT,1955 MORENA BLVD,SAN DIEGO,92110,Total,32U,Taylor Fricke,16824.35,520704
93420,2022,OP,301736,BACI'S RESTAURANT *,1955 MORENA BLVD,SAN DIEGO,92110,Total,32U,Taylor Fricke,2748.27,520704
93421,2022,OP,301739,BACK FORTY BAR B Q + +,100 COGGINS DR,PLEASANT HILL,94523,Total,621,Jt Burgess,2247.24,448523
93422,2022,OP,301759,BAHIA CORINTHIAN YACHT C,1601 BAYSIDE DR,CORONA DEL MAR,92625,Total,36F,Colby Dominique $,3300,41060
93423,2022,OP,301760,BAHIA HOTEL,998 W MISSION BAY DR,SAN DIEGO,92109,Total,30T,Jonathon Tapp $,19886.2,290790
93424,2022,OP,301769,BAI TONG,14515 BIG BASIN WAY,SARATOGA,95070,Total,JF3,Javier Ruiz,1718,512929
93425,2022,OP,301779,BAJA CANTINA,7166 CARMEL VALLEY RD,CARMEL,93923,Total,388,Aaron Hoops,9393.18,289347
93426,2022,OP,301791,BALBOA BAY CLUB,1221 W COAST HWY,NEWPORT BEACH,92663,Total,312,Marissa Oudt,23805.39,538726
93427,2022,OP,301796,TERRA MIA,4040 EAST AVENUE,LIVERMORE,94550,Total,378,Raquel Lannoo,9250.8,469535
93428,2022,OP,301816,BALBOA YACHT CLUB,1801 BAYSIDE DR,CORONA DEL MAR,92625,Total,36F,Colby Dominique $,13438.77,27154
93429,2022,OP,301831,BANDERA,3201 E PACIFIC COAST HWY,CORONA DEL MAR,92625,Total,31W,Alexandra Hall,26846,317789
93430,2022,OP,301866,BARNEYS BEANERY,1351 THIRD ST,SANTA MONICA,90401,Total,BBA,Jackson Warfield,50879.83,398188
93431,2022,OP,301887,BAR LUBITSCH,7702-04 SANTA MONICA BL,WEST HOLLYWOOD,90046,Total,34X,Ryan Kelm,10679.88,517853
93432,2022,OP,301891,BARNDIVA,231-237  CENTER ST,HEALDSBURG,95448,Total,JP3,Seanpatrick Mcneely,6070.74,536763
93433,2022,OP,301892,BARNEY'S BEANERY,8447 SANTA MONICA BLVD,WEST HOLLYWOOD,90069,Total,318,Jeff Cram,70124.52,354629
93434,2022,OP,301893,BARNEY'S - PIEDMONT,4162 PIEDMONT AVE,OAKLAND,94611,Total,704,Majid Dayyat,10109.16,465111
93435,2022,OP,301898,BARNEY'S - NOE VALLEY,4138 24TH ST,SAN FRANCISCO,94114,Total,384,Samuel Titus,11909.19,273897
93436,2022,OP,301902,BARNEYS BEANERY,99 E COLORADO BLVD,PASADENA,91105,Total,32D,Randy Palacios,43023.56,281807
93437,2022,OP,301904,BARRACUDA,"347 PRIMROSE RD, #B",BURLINGAME,94010,Total,JK3,Brett Begley,2639.1,440556
93438,2022,OP,301925,BARNEY'S - SOLANO,1591 SOLANO AVE,ALBANY,94707,Total,618,Mackenzie Monroe,7238.04,467944
93439,2022,OP,301937,BASIL RESTAURANT,828 11 ST,PASO ROBLES,93446,Total,30Q,Katherine Feaster,8868.01,441734
93440,2022,OP,301942,BASQUE CULTURAL CENTER,599 RAILROAD AVE,SOUTH SAN FRANCI,94080,Total,JK3,Brett Begley,6751.48,116318
93441,2022,OP,301943,BASILIC RESTAURANT,217 MARINE AVE,BALBOA ISLAND,92662,Total,312,Marissa Oudt,18108.31,327567
93442,2022,OP,301944,VIVA LA PASTA,525 COUNTRY CLUB DR #ABC,SIMI VALLEY,93065,Total,33T,Bobby Scott {},4536.14,374632
93443,2022,OP,301957,BAYVIEW BOAT CLUB,489 TERRY FRANCOIS BLVD,SAN FRANCISCO,94158,Total,381,Thea Teets,5032.08,30323
93444,2022,OP,301976,BAYSIDE CAFE,10 STATE PARK RD,MORRO BAY,93442,Total,30Q,Katherine Feaster,6322.52,636266
93445,2022,OP,301976,BAYSIDE CAFE AT THE MARINO,10 STATE PARK RD,MORRO BAY,93442,Total,30Q,Katherine Feaster,4561.76,636266
93446,2022,OP,301979,BAYSIDE RESTAURANT (L) & 3142,900 BAYSIDE DR,NEWPORT BEACH,92660,Total,36F,Colby Dominique $,19905.13,351053
93447,2022,OP,301985,BIG SUR BAKERY,47540 HWY 1,BIG SUR,93920,Total,388,Aaron Hoops,6702.89,376549
93448,2022,OP,301988,BANGKOK BAY RESTAURANT +,"731 SOUTH HIGHWAY 101, R",SOLANA BEACH,92075,Total,36R,Taylor Rathbun,11109.26,457258
93449,2022,OP,301991,BEAN BAG CAFE,601 DIVISADERO ST,SAN FRANCISCO,94117,Total,JC8,Esdras Gonzalez {},3918.18,547348
93450,2022,OP,301992,EMPIRE POLO CLUB 344702,81800 AVENUE 51,INDIO,92201,Total,33E,Scott Halterlein,11671.11,461491
93451,2022,OP,302019,BEACH CHALET BREWERY,1000 GREAT HWY,SAN FRANCISCO,94121,Total,384,Samuel Titus,20103.27,322419
93452,2022,OP,302038,BULL DOG BRITISH PUB,611 LIGHTHOUSE AVE,MONTEREY,93940,Total,383,Michael Espiritu,2318.2,423315
93453,2022,OP,302043,BUDS SEAFOOD GRILLE,314 LINCOLN CTR,STOCKTON,95207,Total,JG3,Mathew Thiel,15326.37,606743
93454,2022,OP,302045,BEL AIR BAY CLUB,16801 PACIFIC COAST HWY,PACIFIC PALISADE,90272,Total,332,Ron Smith,43644.1,23207
93455,2022,OP,302046,BEL AIR BAY CLUB (LOWER),16801 PACIFIC COAST HWY,PACIFIC PALISADE,90272,Total,332,Ron Smith,97107.73,23207
93456,2022,OP,302047,BEL-AIR BAR & GRILL,662 N SEPULVEDA BLVD,LOS ANGELES,90049,Total,33Q,Madison Hardy {},4439.34,461084
93457,2022,OP,302053,BEL AIR COUNTRY CLUB,10768 BELLAGIO RD,LOS ANGELES,90024,Total,33A,Johanna Dejoria,17896.4,15365
93458,2022,OP,302055,BEACH CLUB,201 P C H,SANTA MONICA,90402,Total,BBA,Jackson Warfield,43673,28862
93459,2022,OP,302078,26 BEACH CAFE,3100 WASHINGTON BLVD.,VENICE,90292,Total,369,Stephen Sylvester,14128.95,367237
93460,2022,OP,302092,BEER HUNTER LA QUINTA,78483 HWY 111,LA QUINTA,92253,Total,33E,Scott Halterlein,22519.44,410781
93461,2022,OP,302100,BENIHANA MONTEREY +,136 OLIVER STREET,MONTEREY,93940,Total,NNA,North Natl Accounts,2291.29,475770
93462,2022,OP,302104,BEIJING RESTAURANT,3848 MCHENRY AVE STE 205,MODESTO,95356,Total,JH2,Steven Link,1399.48,462412
93463,2022,OP,302110,BELMONT BREWING CO,25 39TH PLACE,LONG BEACH,90803,Total,347,Carly Mcelroy,17108.62,234844
93464,2022,OP,302112,BELL BAR & RESTAURANT,1900 POLK ST,SAN FRANCISCO,94109,Total,616,Russ Natalie,5130,342096
93465,2022,OP,302119,BELLEVUE AT JOHNATHAN CL,545 S FIGUEROA ST,LOS ANGELES,90071,Total,34V,Mark Simmons,51132.76,329750
93466,2022,OP,302120,BELLA SARATOGA,14503 BIG BASIN WAY,SARATOGA,95070,Total,JF3,Javier Ruiz,7575.14,488857
93467,2022,OP,302135,LA BELLA PIZZA GARDEN,373 3RD AVE.,CHULA VISTA,91910,Total,36A,House-36A,4669,356328
93468,2022,OP,302149,BELLY UP TAVERN,143 S CEDROS ST #T,SOLANA BEACH,92075,Total,36R,Taylor Rathbun,5899.9,400756
93469,2022,OP,302150,METL BAR AND RESTAURANT,748 FIFTH AVE,SAN DIEGO,92101,Total,359,Tyler Williams,1135.14,613484
93470,2022,OP,302164,BENDERS BAR & GRILL,806 S VAN NESS AVE,SAN FRANCISCO,94110,Total,384,Samuel Titus,7860.83,402564
93471,2022,OP,302169,BENIHANA RESTAURANT,4250 BIRCH ST,NEWPORT BEACH,92660,Total,SNA,South Natl Accounts,12246.28,308839
