Customer Name,Address,City,State,Zip,Premise,TDLinx Code,Sold to,Licence No.,Channel / Trad Channel,Sub-Channel / Sub Trade Channel,IN SPECTRA,IN GALLO,IN WW
WINESELLAR & BRASSERIE,9550 WAPLES ST STE 110,SAN DIEGO,CA,92121,Off-Premise,,364559,,,,False,False,True
BERNIES LIQUOR,2322 G ST,MERCED,CA,95340,Off-Premise,,364559,,,,False,False,True
TOWN & COUNTRY LIQUOR,22269 REDWOOD RD,CASTRO VALLEY,CA,94546,Off-Premise,,364559,,,,False,False,True
B & K LIQUOR,16210 INGLEWOOD AVE,LAWNDALE,CA,90260,Off-Premise,,364559,,,,False,False,True
ALS MARKET,15553 BEACH BLVD,WESTMINSTER,CA,92683,Off-Premise,,364559,,,,False,False,True
FOOD & BEVERAGES,820 E EL CAMINO REAL,MOUNTAIN VIEW,CA,94040,Off-Premise,,364559,,,,False,False,True
BEVMO      133,5205 PROSPECT RD STE 157,SAN JOSE,CA,95129,Off-Premise,,364559,,,,False,False,True
BREYERS LIQUOR,5145 JURUPA AVE STE F,RIVERSIDE,CA,92504,Off-Premise,,364559,,,,False,False,True
DHOT LIQUOR MART,2044 E COLORADO BLVD,PASADENA,CA,91107,Off-Premise,,364559,,,,False,False,True
EDDIES MARKET,1449 W RAMSEY ST,BANNING,CA,92220,Off-Premise,,364559,,,,False,False,True
J MART & LIQUORS        2,1561 FILLMORE ST,SAN FRANCISCO,CA,94115,Off-Premise,,364559,,,,False,False,True
DIVINES MARKET & LIQUOR,25181 MAIN ST,BARSTOW,CA,92311,Off-Premise,,364559,,,,False,False,True
ON THE WAY LIQUOR & CONVENIENT,10150 WARNER AVE,FOUNTAIN VALLEY,CA,92708,Off-Premise,,364559,,,,False,False,True
CITY MARKET,8456 EDINGER AVE,HUNTINGTON BEACH,CA,92647,Off-Premise,,364559,,,,False,False,True
GREWAL FOOD & LIQUOR,601 S 10TH ST,SAN JOSE,CA,95112,Off-Premise,,364559,,,,False,False,True
BEVMO      161,5634 SEPULVEDA BLVD,CULVER CITY,CA,90230,Off-Premise,,364559,,,,False,False,True
DUBBLE UP LIQUOR,13100 SHERMAN WAY,NORTH HOLLYWOOD,CA,91605,Off-Premise,,364559,,,,False,False,True
TOTAL WINE & MORE     1103,2952 EL CAMINO REAL,TUSTIN,CA,92782,Off-Premise,,364559,,,,False,False,True
PACKING HOUSE WINE MERCHANTS,540 W 1ST ST,CLAREMONT,CA,91711,Off-Premise,,364559,,,,False,False,True
K & S LIQUOR,305 N ASH ST,ESCONDIDO,CA,92027,Off-Premise,,364559,,,,False,False,True
SAN FRANCISCO DELI & LIQUORS,810 MISSION ST,SAN FRANCISCO,CA,94103,Off-Premise,,364559,,,,False,False,True
SAMYS LIQUOR,345 S EUCLID ST STE D,FULLERTON,CA,92832,Off-Premise,,364559,,,,False,False,True
HERITAGE LIQUOR,151 N TUSTIN AVE,TUSTIN,CA,92780,Off-Premise,,364559,,,,False,False,True
CLARKS LIQUOR,1703 N VENTURA AVE,VENTURA,CA,93001,Off-Premise,,364559,,,,False,False,True
BEVMO       48,27588 W LUGONIA AVE STE A,REDLANDS,CA,92374,Off-Premise,,364559,,,,False,False,True
K1 LIQUOR MARKET,13056 SHERMAN WAY,NORTH HOLLYWOOD,CA,91605,Off-Premise,,364559,,,,False,False,True
LUCCA FOODS & WINE SHOP,1899 IRVING ST,SAN FRANCISCO,CA,94122,Off-Premise,,364559,,,,False,False,True
CIRCUS LIQUOR,5600 VINELAND AVE,NORTH HOLLYWOOD,CA,91601,Off-Premise,,364559,,,,False,False,True
BILLS MARKET & LIQUOR,1234 W MAIN ST,BARSTOW,CA,92311,Off-Premise,,364559,,,,False,False,True
LIGHTHOUSE LIQUOR & DELI,265 E PORT HUENEME RD,PORT HUENEME,CA,93041,Off-Premise,,364559,,,,False,False,True
VERO VINO,5757 OLIVAS PARK DR,VENTURA,CA,93003,Off-Premise,,364559,,,,False,False,True
BARTON LIQUOR,4146 PARAMOUNT BLVD,LAKEWOOD,CA,90712,Off-Premise,,364559,,,,False,False,True
POPEYE LIQUOR,1575 E TULARE AVE,TULARE,CA,93274,Off-Premise,,364559,,,,False,False,True
NAPA VALLEY WINERY EXCHANGE,415 TAYLOR ST,SAN FRANCISCO,CA,94102,Off-Premise,,364559,,,,False,False,True
88 LIQUOR,586 W 19TH ST,COSTA MESA,CA,92627,Off-Premise,,364559,,,,False,False,True
NEWHALL PRESS ROOM WINE STORE,24257 MAIN ST,NEWHALL,CA,91321,Off-Premise,,364559,,,,False,False,True
OXNARD LIQUORS,14923 OXNARD ST STE A,VAN NUYS,CA,91411,Off-Premise,,364559,,,,False,False,True
CITY BEER STORE,1148 MISSION ST,SAN FRANCISCO,CA,94103,Off-Premise,,364559,,,,False,False,True
SAMS LIQUOR & GROCERY,2 WILBUR AVE,ANTIOCH,CA,94509,Off-Premise,,364559,,,,False,False,True
TIP TOP LIQUORS,439 S BASCOM AVE,SAN JOSE,CA,95128,Off-Premise,,364559,,,,False,False,True
LUSH FINE WINES & BEER,202 W LACEY BLVD,HANFORD,CA,93230,Off-Premise,,364559,,,,False,False,True
DEEP LIQUOR,22058 CENTER ST,CASTRO VALLEY,CA,94546,Off-Premise,,364559,,,,False,False,True
FARMSTEAD CHEESES & WINES,1650 PARK ST,ALAMEDA,CA,94501,Off-Premise,,364559,,,,False,False,True
JOLLY JUG LIQUOR,13838 RED HILL AVE,TUSTIN,CA,92780,Off-Premise,,364559,,,,False,False,True
MR GS LIQUOR,1411 RIMPAU AVE,CORONA,CA,92879,Off-Premise,,364559,,,,False,False,True
LIQUORLAND,686 BENICIA RD,VALLEJO,CA,94591,Off-Premise,,364559,,,,False,False,True
BARSTOW STATION LIQUOR,1611 E MAIN ST,BARSTOW,CA,92311,Off-Premise,,364559,,,,False,False,True
EL DORADO LIQUOR & LOTTO CENTER,4106 N EL DORADO ST,STOCKTON,CA,95204,Off-Premise,,364559,,,,False,False,True
LINDYS LIQUOR & DELI,11720 AVIATION BLVD,INGLEWOOD,CA,90304,Off-Premise,,364559,,,,False,False,True
MGA LIQUOR DELI,6026 N FIGARDEN DR,FRESNO,CA,93722,Off-Premise,,364559,,,,False,False,True
SUNNY MARKET & LIQUOR,21153 ROAD 600,MADERA,CA,93638,Off-Premise,,364559,,,,False,False,True
BEVMO      132,3730 E FOOTHILL BLVD,PASADENA,CA,91107,Off-Premise,,364559,,,,False,False,True
STOP N SAVE LIQUOR,5787 N 1ST ST,FRESNO,CA,93710,Off-Premise,,364559,,,,False,False,True
BANCROFT MARKET & LIQUOR,3650 BANCROFT DR,SPRING VALLEY,CA,91977,Off-Premise,,364559,,,,False,False,True
COUNTRY LIQUOR,18924 SOLEDAD CANYON RD,CANYON COUNTRY,CA,91351,Off-Premise,,364559,,,,False,False,True
PARKWAY MARKET & SPIRITS,43990 GOLF CENTER PKWY,INDIO,CA,92203,Off-Premise,,364559,,,,False,False,True
MARINA LIQUORS,2996 S NORFOLK ST,SAN MATEO,CA,94403,Off-Premise,,364559,,,,False,False,True
JIMBOS LIQUOR,9388 MIRA MESA BLVD STE A,SAN DIEGO,CA,92126,Off-Premise,,364559,,,,False,False,True
MANN LIQUOR,6023 N FIGARDEN DR,FRESNO,CA,93722,Off-Premise,,364559,,,,False,False,True
MARKS LIQUOR,756 E LACEY BLVD,HANFORD,CA,93230,Off-Premise,,364559,,,,False,False,True
BETTER BUY LIQUOR,1801 WEBSTER ST,ALAMEDA,CA,94501,Off-Premise,,364559,,,,False,False,True
GOLD 7 LIQUOR,545 W WHITTIER BLVD,LA HABRA,CA,90631,Off-Premise,,364559,,,,False,False,True
AZUSA MARKET,8060 AZUSA AVE,DOS PALOS,CA,93620,Off-Premise,,364559,,,,False,False,True
AMAR LIQUOR,224 PARK AVE,MANTECA,CA,95337,Off-Premise,,364559,,,,False,False,True
CORDIAL BOTTLE SHOP,1111 MACARTHUR BLVD,SAN LEANDRO,CA,94577,Off-Premise,,364559,,,,False,False,True
PERSHING LIQUORS,5660 N PERSHING AVE,STOCKTON,CA,95207,Off-Premise,,364559,,,,False,False,True
APPLEJACK MARKET,14323 MAIN ST,HESPERIA,CA,92345,Off-Premise,,364559,,,,False,False,True
GREEN BIRD LIQUOR,22429 BLOOMFIELD AVE,CYPRESS,CA,90630,Off-Premise,,364559,,,,False,False,True
EZ MART LIQUOR        1,6415 N BLACKSTONE AVE,FRESNO,CA,93710,Off-Premise,,364559,,,,False,False,True
THRIFTY SHOPPER MARKET,18925 SOLEDAD CANYON RD,CANYON COUNTRY,CA,91351,Off-Premise,,364559,,,,False,False,True
BEVBOX,641 BROADWAY ST,VALLEJO,CA,94590,Off-Premise,,364559,,,,False,False,True
OFARRELL LIQUOR,405 OFARRELL ST,SAN FRANCISCO,CA,94102,Off-Premise,,364559,,,,False,False,True
ROYAL LIQUORS,3144 WILLIAMS RD,SAN JOSE,CA,95117,Off-Premise,,364559,,,,False,False,True
CORNER FOOD LIQUOR,320 N MIDWAY DR,ESCONDIDO,CA,92027,Off-Premise,,364559,,,,False,False,True
AMBASSADOR LIQUOR STORE,1642 E 4TH ST,LONG BEACH,CA,90802,Off-Premise,,364559,,,,False,False,True
FULLERTON LIQUOR MARKET,575 S EUCLID ST,FULLERTON,CA,92832,Off-Premise,,364559,,,,False,False,True
MICHAELS LIQUOR,7510 WOODMAN AVE,VAN NUYS,CA,91405,Off-Premise,,364559,,,,False,False,True
LIQUOR LAND,4991 ORANGE AVE,CYPRESS,CA,90630,Off-Premise,,364559,,,,False,False,True
KING LIQUORS,2105 W SUNSET BLVD,LOS ANGELES,CA,90026,Off-Premise,,364559,,,,False,False,True
KC LIQUOR,4128 ORANGE AVE,LONG BEACH,CA,90807,Off-Premise,,364559,,,,False,False,True
PARADISE LIQUOR STORE,4674 N BLACKSTONE AVE,FRESNO,CA,93726,Off-Premise,,364559,,,,False,False,True
TOTAL WINE & MORE     1117,1010 N RENGSTORFF AVE,MOUNTAIN VIEW,CA,94043,Off-Premise,,364559,,,,False,False,True
FREDS LIQUOR STORE,300 MASON ST,SAN FRANCISCO,CA,94102,Off-Premise,,364559,,,,False,False,True
LIQUOR & DELI ON UNION SQUARE,423 STOCKTON ST,SAN FRANCISCO,CA,94108,Off-Premise,,364559,,,,False,False,True
LAFAYETTE FOOD & LIQUOR,1670 LAFAYETTE ST,SANTA CLARA,CA,95050,Off-Premise,,364559,,,,False,False,True
NORTH HOLLYWOOD LIQUOR,11228 BURBANK BLVD,NORTH HOLLYWOOD,CA,91601,Off-Premise,,364559,,,,False,False,True
PAULS IMPERIO LIQUORS,134 E SAN SALVADOR ST,SAN JOSE,CA,95112,Off-Premise,,364559,,,,False,False,True
GOLDEN LIQUOR MART,2897 E COLORADO BLVD,PASADENA,CA,91107,Off-Premise,,364559,,,,False,False,True
BERNIES LIQUOR,2232 G ST,MERCED,CA,95340,Off-Premise,,364559,,,,False,False,True
CHEERS LIQUOR WINE & SPIRITS,2743 HAMNER AVE STE 105A,NORCO,CA,92860,Off-Premise,,364559,,,,False,False,True
SUPER LIQUOR        2,2794 WILLOW AVE,CLOVIS,CA,93612,Off-Premise,,364559,,,,False,False,True
PAULS LIQUOR & MARKET,9305 MONTEREY RD,GILROY,CA,95020,Off-Premise,,364559,,,,False,False,True
BIG 6 LIQUOR MARKET,16519 LEFFINGWELL RD,WHITTIER,CA,90603,Off-Premise,,364559,,,,False,False,True
GOURMET LIQUOR,2966 S SANTA FE AVE,SAN MARCOS,CA,92069,Off-Premise,,364559,,,,False,False,True
BEVMO      156,19201 GOLDEN VALLEY RD,CANYON COUNTRY,CA,91387,Off-Premise,,364559,,,,False,False,True
VINTAGE SPIRITS,2300 EAST ST,TRACY,CA,95376,Off-Premise,,364559,,,,False,False,True
GOLDEN GATE WINE CELLARS,2337 OCEAN AVE,SAN FRANCISCO,CA,94127,Off-Premise,,364559,,,,False,False,True
GIANTS LIQUORS,235 E MIDDLEFIELD RD,MOUNTAIN VIEW,CA,94043,Off-Premise,,364559,,,,False,False,True
CARRIAGE TRADE LIQUORS,350 E 18TH ST,OAKLAND,CA,94606,Off-Premise,,364559,,,,False,False,True
ROGERS MARINA VILLAGE LIQUORS,215 RESERVATION RD STE P,MARINA,CA,93933,Off-Premise,,364559,,,,False,False,True
TAM OSHANTER LIQUORS,2401 ALTA VISTA DR,BAKERSFIELD,CA,93305,Off-Premise,,364559,,,,False,False,True
BEVMO       67,1247 W EL CAMINO REAL,SUNNYVALE,CA,94087,Off-Premise,,364559,,,,False,False,True
LIQUOR & FOOD MART,2339 CALIFORNIA ST,MOUNTAIN VIEW,CA,94040,Off-Premise,,364559,,,,False,False,True
GRAND TERRACE LIQUOR,22493 BARTON RD,GRAND TERRACE,CA,92313,Off-Premise,,364559,,,,False,False,True
BEVMO      108,1545 HOLIDAY LN,FAIRFIELD,CA,94534,Off-Premise,,364559,,,,False,False,True
CONSUMERS LIQUORS,220 E POPLAR AVE,SAN MATEO,CA,94401,Off-Premise,,364559,,,,False,False,True
FRIENDS FOOD & LIQUOR,343 E 10TH ST STE A,GILROY,CA,95020,Off-Premise,,364559,,,,False,False,True
PLACERITA LIQUOR STORE,24358 MAIN ST,NEWHALL,CA,91321,Off-Premise,,364559,,,,False,False,True
WILLIAMS LIQUOR & FOODS,545 E ST,WILLIAMS,CA,95987,Off-Premise,,364559,,,,False,False,True
STAR MARKET,2622 PATTERSON RD,RIVERBANK,CA,95367,Off-Premise,,364559,,,,False,False,True
A & J HAPPY LIQUOR,414 W LINCOLN AVE,ORANGE,CA,92865,Off-Premise,,364559,,,,False,False,True
SUPREME LIQUOR,16925 SHERMAN WAY,VAN NUYS,CA,91406,Off-Premise,,364559,,,,False,False,True
JOES LIQUOR,18248 SOLEDAD CANYON RD,CANYON COUNTRY,CA,91387,Off-Premise,,364559,,,,False,False,True
LIQUOR LOCKER,185 EL CAMINO REAL,SAN BRUNO,CA,94066,Off-Premise,,364559,,,,False,False,True
R & J LIQUOR,300 N SAN JACINTO ST,HEMET,CA,92543,Off-Premise,,364559,,,,False,False,True
T & T LIQUOR,6271 BALL RD,CYPRESS,CA,90630,Off-Premise,,364559,,,,False,False,True
BUDS LIQUOR,1298 E 4TH ST,LONG BEACH,CA,90802,Off-Premise,,364559,,,,False,False,True
J & J LIQUOR,31087 RIVERSIDE DR,LAKE ELSINORE,CA,92530,Off-Premise,,364559,,,,False,False,True
DAVES LIQUOR,1601 E 4TH ST,LONG BEACH,CA,90802,Off-Premise,,364559,,,,False,False,True
MEGA LIQUOR WAREHOUSE,347 S STATE ST,HEMET,CA,92543,Off-Premise,,364559,,,,False,False,True
FRIENDLY LIQUOR,3962 UNIVERSITY AVE,RIVERSIDE,CA,92501,Off-Premise,,364559,,,,False,False,True
FRANKLIN LIQUOR,540 N SAN JACINTO ST STE R,HEMET,CA,92543,Off-Premise,,364559,,,,False,False,True
MR TS LIQUOR,322 E BULLARD AVE,FRESNO,CA,93710,Off-Premise,,364559,,,,False,False,True
M & M LIQUOR & MARKET,10555 INDIANA AVE,RIVERSIDE,CA,92503,Off-Premise,,364559,,,,False,False,True
HESPERIA LIQUOR,16233 MAIN ST,HESPERIA,CA,92345,Off-Premise,,364559,,,,False,False,True
LARRYS MARKET & GOURMET DELI,68463 RAMON RD,CATHEDRAL CITY,CA,92234,Off-Premise,,364559,,,,False,False,True
G & D LIQUOR,338 N EUCLID ST,FULLERTON,CA,92832,Off-Premise,,364559,,,,False,False,True
NO HO WINE & SPIRITS,5940 LANKERSHIM BLVD,NORTH HOLLYWOOD,CA,91601,Off-Premise,,364559,,,,False,False,True
ONE STOP LIQUOR,300 W WHITTIER BLVD,LA HABRA,CA,90631,Off-Premise,,364559,,,,False,False,True
MARINA LIQUORS & VIDEOS,3108 DEL MONTE BLVD,MARINA,CA,93933,Off-Premise,,364559,,,,False,False,True
SAN MARCOS WINE & SPIRITS,1450 W MISSION RD STE P,SAN MARCOS,CA,92069,Off-Premise,,364559,,,,False,False,True
KINGS LIQUOR MART,16758 LAKESHORE DR STE B,LAKE ELSINORE,CA,92530,Off-Premise,,364559,,,,False,False,True
MULLENS MARKET & LIQUOR,3011 IMPERIAL AVE,SAN DIEGO,CA,92102,Off-Premise,,364559,,,,False,False,True
JOHNNYS LIQUOR,2615 FAIR OAKS AVE,ALTADENA,CA,91001,Off-Premise,,364559,,,,False,False,True
BALBOA LIQUOR & DELI,3524 BALBOA ST,SAN FRANCISCO,CA,94121,Off-Premise,,364559,,,,False,False,True
ROYAL LIQUOR & WINE,15827 IMPERIAL HWY,LA MIRADA,CA,90638,Off-Premise,,364559,,,,False,False,True
T&Y WINE & SPIRITS,260 BROADWAY,MILLBRAE,CA,94030,Off-Premise,,364559,,,,False,False,True
TOP HAT LIQUOR,950 S GRAND AVE,GLENDORA,CA,91740,Off-Premise,,364559,,,,False,False,True
MEGA 9 LIQUOR,716 TENNESSEE ST,REDLANDS,CA,92374,Off-Premise,,364559,,,,False,False,True
KELLYS LIQUORS,498 N 4TH ST,SAN JOSE,CA,95112,Off-Premise,,364559,,,,False,False,True
BONANZA LIQUOR,24301 MAIN ST,NEWHALL,CA,91321,Off-Premise,,364559,,,,False,False,True
GNG LIQUORS,40 5TH ST,SAN FRANCISCO,CA,94103,Off-Premise,,364559,,,,False,False,True
MEGA LIQUOR,2022 PACIFIC COAST HWY,LOMITA,CA,90717,Off-Premise,,364559,,,,False,False,True
ROCKET LIQUORS,21413 VANOWEN ST,CANOGA PARK,CA,91303,Off-Premise,,364559,,,,False,False,True
OXNARD LIQUOR MARKET,6007 LANKERSHIM BLVD,NORTH HOLLYWOOD,CA,91606,Off-Premise,,364559,,,,False,False,True
JACKS LIQUOR & MARKET,2001 E MAIN ST,BARSTOW,CA,92311,Off-Premise,,364559,,,,False,False,True
MCALLISTER MARKET & DELI,136 MCALLISTER ST,SAN FRANCISCO,CA,94102,Off-Premise,,364559,,,,False,False,True
OKAY LIQUOR,5500 W PICO BLVD,LOS ANGELES,CA,90019,Off-Premise,,364559,,,,False,False,True
FIVE POINT LIQUORS,21 TENNESSEE ST,VALLEJO,CA,94590,Off-Premise,,364559,,,,False,False,True
HAPPY TIME LIQUORS,1647 8TH ST,OAKLAND,CA,94607,Off-Premise,,364559,,,,False,False,True
ABC LIQUORS,3709 W 190TH ST,TORRANCE,CA,90504,Off-Premise,,364559,,,,False,False,True
JACKS LIQUOR,15490 AVENUE 296 STE B,VISALIA,CA,93292,Off-Premise,,364559,,,,False,False,True
BROADWAY LIQUOR MART,3610 W SHAW AVE,FRESNO,CA,93711,Off-Premise,,364559,,,,False,False,True
HIGHWAY 1 LIQUOR,618 N H ST,LOMPOC,CA,93436,Off-Premise,,364559,,,,False,False,True
THE WINE FOUNTAINE,4640 PEARL AVE,SAN JOSE,CA,95136,Off-Premise,,364559,,,,False,False,True
6 TO LATE,690 S ALMADEN AVE,SAN JOSE,CA,95110,Off-Premise,,364559,,,,False,False,True
CHAPMAN LIQUOR,1721 W CHAPMAN AVE,ORANGE,CA,92868,Off-Premise,,364559,,,,False,False,True
LIQUOR TOWN,1298 S LA BREA AVE,LOS ANGELES,CA,90019,Off-Premise,,364559,,,,False,False,True
SAXCO,1855 GATEWAY BLVD STE 400,CONCORD,CA,94520,Off-Premise,,364559,,,,False,False,True
FOX LIQUORS & DELICATESSEN,570 LARKIN ST,SAN FRANCISCO,CA,94102,Off-Premise,,364559,,,,False,False,True
BEVERAGE HOUSE LIQUOR,1370 E VISTA WAY,VISTA,CA,92084,Off-Premise,,364559,,,,False,False,True
GRAPES & GRAIN,385 SALINAS ST,SALINAS,CA,93901,Off-Premise,,364559,,,,False,False,True
HAPPY LIQUOR,753 E WHITTIER BLVD,LA HABRA,CA,90631,Off-Premise,,364559,,,,False,False,True
BEVERAGE HOUSE LIQUOR,810 E VISTA WAY,VISTA,CA,92084,Off-Premise,,364559,,,,False,False,True
THE GOOD HOP BOTTLE SHOP,2421 TELEGRAPH AVE STE 102,OAKLAND,CA,94612,Off-Premise,,364559,,,,False,False,True
INTERNATIONAL LIQUOR,9250 RESEDA BLVD,NORTHRIDGE,CA,91324,Off-Premise,,364559,,,,False,False,True
TOTAL WINE & MORE     1106,1505 HAWTHORNE BLVD,REDONDO BEACH,CA,90278,Off-Premise,,364559,,,,False,False,True
AIRLINE LIQUORS,11924 AVIATION BLVD,INGLEWOOD,CA,90304,Off-Premise,,364559,,,,False,False,True
ATLAS LIQUOR,11382 SAN PABLO AVE,EL CERRITO,CA,94530,Off-Premise,,364559,,,,False,False,True
GIGIS LIQUOR        2,12114 VANOWEN ST,NORTH HOLLYWOOD,CA,91605,Off-Premise,,364559,,,,False,False,True
CAMPUS LIQUOR,321 N STATE COLLEGE BLVD,FULLERTON,CA,92831,Off-Premise,,364559,,,,False,False,True
SCOTTYS LIQUOR STORE,2206 N BLACKSTONE AVE,FRESNO,CA,93703,Off-Premise,,364559,,,,False,False,True
SHORT STOP LIQUOR,300 E HOBSONWAY,BLYTHE,CA,92225,Off-Premise,,364559,,,,False,False,True
19TH AVE LIQUORS,1800 19TH AVE,SAN FRANCISCO,CA,94122,Off-Premise,,364559,,,,False,False,True
MR CS LIQUOR,1925 S PACIFIC AVE,SAN PEDRO,CA,90731,Off-Premise,,364559,,,,False,False,True
OLD WORLD LIQUOR,4900 IRVINE BLVD,IRVINE,CA,92620,Off-Premise,,364559,,,,False,False,True
J & S LIQUOR,23804 CRENSHAW BLVD,TORRANCE,CA,90505,Off-Premise,,364559,,,,False,False,True
MARKETOWN DELI & LIQUORS,1653 TENNESSEE ST,VALLEJO,CA,94590,Off-Premise,,364559,,,,False,False,True
SELECT WINE SPIRITS,7485 RUSH RIVER DR,SACRAMENTO,CA,95831,Off-Premise,,364559,,,,False,False,True
LAKESIDE LIQUOR,31737 RIVERSIDE DR STE A,LAKE ELSINORE,CA,92530,Off-Premise,,364559,,,,False,False,True
CENTRAL MARKET & LIQUOR,29280 CENTRAL AVE,LAKE ELSINORE,CA,92532,Off-Premise,,364559,,,,False,False,True
A 1 LIQUOR MARKET,3511 MADISON ST,RIVERSIDE,CA,92504,Off-Premise,,364559,,,,False,False,True
LONE TREE LIQUORS,2748 W TREGALLAS RD,ANTIOCH,CA,94509,Off-Premise,,364559,,,,False,False,True
WOERNERS LIQUORS,901 GEARY ST,SAN FRANCISCO,CA,94109,Off-Premise,,364559,,,,False,False,True
HIGHLANDER LIQUOR,27250 BASELINE ST,HIGHLAND,CA,92346,Off-Premise,,364559,,,,False,False,True
OCEAN AVENUE LIQUORS,501 W OCEAN AVE,LOMPOC,CA,93436,Off-Premise,,364559,,,,False,False,True
PALM BLUFFS LIQUOR,585 W NEES AVE,FRESNO,CA,93711,Off-Premise,,364559,,,,False,False,True
RANCHO LIQUORS OF EL SOBRANTE,3912 SAN PABLO DAM RD,EL SOBRANTE,CA,94803,Off-Premise,,364559,,,,False,False,True
FOUNTAIN LIQUOR,4711 FOUNTAIN AVE,LOS ANGELES,CA,90029,Off-Premise,,364559,,,,False,False,True
DAVES LIQUORS,1008 FITZUREN RD,ANTIOCH,CA,94509,Off-Premise,,364559,,,,False,False,True
SUNLAND LIQUORS,2000 DEL PASO BLVD,SACRAMENTO,CA,95815,Off-Premise,,364559,,,,False,False,True
RED BARN LIQUOR,1285 N VENTURA AVE,VENTURA,CA,93001,Off-Premise,,364559,,,,False,False,True
MEGA LIQUOR,777 W ASHLAN AVE,CLOVIS,CA,93612,Off-Premise,,364559,,,,False,False,True
THE RED BARN LIQUOR,1760 W 6TH ST STE 101,CORONA,CA,92882,Off-Premise,,364559,,,,False,False,True
RIVERSIDE LIQUOR,9742 MAGNOLIA AVE,RIVERSIDE,CA,92503,Off-Premise,,364559,,,,False,False,True
SUNRISE LIQUOR,20504 E ARROW HWY,COVINA,CA,91724,Off-Premise,,364559,,,,False,False,True
FRANKS LIQUOR & SUPERETTE,416 N WILLIS ST,VISALIA,CA,93291,Off-Premise,,364559,,,,False,False,True
VINELAND WINE CELLAR,6012 VINELAND AVE,NORTH HOLLYWOOD,CA,91606,Off-Premise,,364559,,,,False,False,True
LA DORA LIQUORS,604 SAN BRUNO AVE W,SAN BRUNO,CA,94066,Off-Premise,,364559,,,,False,False,True
SHOP & GO LIQUOR,1441 W MARCH LN,STOCKTON,CA,95207,Off-Premise,,364559,,,,False,False,True
BRITE SPOT LIQUOR,1725 PACIFIC COAST HWY,LOMITA,CA,90717,Off-Premise,,364559,,,,False,False,True
HOUSE OF WINE & SPIRITS,1660 CAPALINA RD,SAN MARCOS,CA,92069,Off-Premise,,364559,,,,False,False,True
PIC N PAC LIQUORS,1700 WILLOW PASS RD STE B,CONCORD,CA,94520,Off-Premise,,364559,,,,False,False,True
THE WINE COUNTRY,2301 REDONDO AVE,SIGNAL HILL,CA,90755,Off-Premise,,364559,,,,False,False,True
LIQUOR LAND,11440 SANTA GERTRUDES AVE,WHITTIER,CA,90604,Off-Premise,,364559,,,,False,False,True
CHANTRYS WINE & LIQUOR,7828 LIMONITE AVE,RIVERSIDE,CA,92509,Off-Premise,,364559,,,,False,False,True
11TH STREET LIQUOR,18 E 11TH ST,TRACY,CA,95376,Off-Premise,,364559,,,,False,False,True
TODOS MARKET & LIQUOR,3123 MADISON ST,RIVERSIDE,CA,92504,Off-Premise,,364559,,,,False,False,True
CHEERS LIQUOR,16205 DEVONSHIRE ST,GRANADA HILLS,CA,91344,Off-Premise,,364559,,,,False,False,True
BOTTLE SHOP,1321 E FLORIDA AVE,HEMET,CA,92544,Off-Premise,,364559,,,,False,False,True
US LIQUOR,20127 VANOWEN ST,WINNETKA,CA,91306,Off-Premise,,364559,,,,False,False,True
BAY AREA LIQUOR,3148 SAN PABLO AVE,EMERYVILLE,CA,94608,Off-Premise,,364559,,,,False,False,True
MR K LIQUOR,3405 TORRANCE BLVD,TORRANCE,CA,90503,Off-Premise,,364559,,,,False,False,True
A & S LIQUOR,5745 TUJUNGA AVE,NORTH HOLLYWOOD,CA,91601,Off-Premise,,364559,,,,False,False,True
CLAY MARKET & LIQUOR,99 CLAY ST,SALINAS,CA,93901,Off-Premise,,364559,,,,False,False,True
GEORGES LIQUOR,3061 LINCOLN AVE,ALTADENA,CA,91001,Off-Premise,,364559,,,,False,False,True
CORONA LIQUOR,20043 VANOWEN ST,WINNETKA,CA,91306,Off-Premise,,364559,,,,False,False,True
CROWN LIQUOR & WINE,9298 MIRA MESA BLVD,SAN DIEGO,CA,92126,Off-Premise,,364559,,,,False,False,True
REDWAVE LIQUOR,2633 E SHAW AVE,FRESNO,CA,93710,Off-Premise,,364559,,,,False,False,True
VINFOLIO,200 GREEN ST STE 100,SAN FRANCISCO,CA,94111,Off-Premise,,364559,,,,False,False,True
LIQUOR DEPOT,1361 MAIN ST,NEWMAN,CA,95360,Off-Premise,,364559,,,,False,False,True
SAVE MAX LIQUOR,1191 EL CAMINO REAL,SANTA CLARA,CA,95050,Off-Premise,,364559,,,,False,False,True
PALM CITY WINES,4055 IRVING ST,SAN FRANCISCO,CA,94122,Off-Premise,,364559,,,,False,False,True
CACTUS LIQUOR,1345 W AVENUE J,LANCASTER,CA,93534,Off-Premise,,364559,,,,False,False,True
MADISON MARKET,4012 MADISON ST,RIVERSIDE,CA,92504,Off-Premise,,364559,,,,False,False,True
LIQUOR KING,3240 MITCHELL RD,CERES,CA,95307,Off-Premise,,364559,,,,False,False,True
BEVMO       60,6393 N PACIFIC AVE,STOCKTON,CA,95207,Off-Premise,,364559,,,,False,False,True
WONS LIQUOR MARKET,2001 RIVERSIDE DR,LOS ANGELES,CA,90039,Off-Premise,,364559,,,,False,False,True
DEL LAGO LIQUORS,1276 BORDER AVE,CORONA,CA,92882,Off-Premise,,364559,,,,False,False,True
